Matti Herrera Bower,Miami Beach,Florida,http://www.miamibeachfl.gov/elected/mayor/default.aspx?id=29560
Lori C. Moseley,Miramar,Florida,http://www.ci.miramar.fl.us/cityofficials/index.html
Connie Leon Kreps,North Bay Village,Florida,http://nbvillage.com/Pages/NorthBayFL_Commission/Kreps
John Brady,North Lauderdale,Florida,http://www.nlauderdale.org/city_commission/elected_officials/mayor_jack_brady/index.php
Andre Pierre,North Miami,Florida,http://www.northmiamifl.gov/departments/mayor_council/mayor.asp
Myra L. Taylor,Opa-Locka,Florida,http://www.opalockafl.gov/Directory.aspx?EID=10
Buddy Dyer,Orlando,Florida,http://www.cityoforlando.net/elected/mayor/index.htm
Dominic Persampiere,Oviedo,Florida,http://www.cityofoviedo.net/node/146
James P. Sasser,Pahokee,Florida,http://www.cityofpahokee.com/City%20Commission/City%20Commission.htm
Greg Brudnicki,Panama City,Florida,http://www.pcgov.org/residents/panama-city-city-council
Frank C. Ortis,Pembroke Pines,Florida,http://www.ppines.com/index1.html
Joe LaCascia,Polk City,Florida,http://www.mypolkcity.org/index.aspx?nid=28
Thomas A. Masters,Riviera Beach,Florida,http://www.rivierabch.com/mayor.asp
Norman Edelcup,Sunny Isles Beach,Florida,http://www.sibfl.net/mayor.asp
Michael Ryan,Sunrise,Florida,http://www.sunrisefl.gov/index.aspx?page=76
Daniel N. Dietch,Surfside,Florida,http://www.townofsurfsidefl.gov/Surfside-Town-Officials/Surfside-Mayor.aspx
John Marks III,Tallahassee,Florida,http://talgov.com/
Beth Talabisco,Tamarac,Florida,http://fl-tamarac2.civicplus.com/index.aspx?NID=149
Jeri Muoio,West Palm Beach,Florida,http://www.cityofwpb.com/mayor/
Gary Resnick,Wilton Manors,Florida,http://www.wiltonmanors.com/index.asp?Type=B_BASIC&SEC={45814A9F-0AF6-4CFC-B6BC-3683C285710A}
Kasim Reed,Atlanta,Georgia,http://www.atlantaga.gov/Mayor/Meet.aspx
Deke Copenhaver,Augusta,Georgia,http://mayor.dc.gov/DC/Mayorhttp://www.augustaga.gov/index.aspx?nid=194
William F. Floyd,Decatur,Georgia,http://www.decaturga.com/index.aspx?page=112
Donna Pittman,Doraville,Georgia,http://www.doravillega.us/Government/Government/City-Council.html
Earnestine Pittman,East Point,Georgia,http://www.eastpointcity.org/
James Thomas Jr.,Hinesville,Georgia,http://www.cityofhinesville.org/Gov/mayor.html
Robert A. B. Reichert,Macon,Georgia,http://www.cityofmacon.net/
June D. Bradfield,McRae,Georgia,http://www.mcraega.org/26201.html
Kathie deNobriga,Pine Lake,Georgia,http://www.pinelakega.com/about/our-mayor/
Jere Wood,Roswell,Georgia,http://www.roswellgov.com/index.php/p/4/t/Office%20of%20the%20Mayor
Patricia Wheeler,Stone Mountain,Georgia,http://www.stonemountaincity.org/index.php?option=com_content&view=article&id=48&Itemid=55
Ralph Moore,Union City,Georgia,http://www.unioncityga.org/index.aspx?page=72
William P. Kenoi,Hilo,Hawaii,http://hawaiicountymayor.com/about-the-office-of-the-mayor/
Peter B. Carlisle,Honolulu,Hawaii,http://www.co.honolulu.hi.us/mayor/index1.htm
Bernard P. Carvalho Jr.,Kauai,Hawaii,http://www.kauai.gov/Government/OfficeOfTheMayor/tabid/132/Default.aspx
Larry Hartwig,Addison,Illinois,http://addisonadvantage.org/government/board.shtml
Arlene J. Mulder,Arlington Heights,Illinois,http://www.vah.com/government/village_board/default.aspx
Rahm Emanuel,Chicago,Illinois,http://www.cityofchicago.org/content/city/en/depts/mayor.html
Elizabeth Tisdahl,Evanston,Illinois,http://www.cityofevanston.org/government/mayor.shtml
Henderson Yarbrough Sr.,Maywood,Illinois,http://www.maywood-il.org/VillageOfficials/VillageMayor/VillageMayor_indx.htm
Christopher Koos,Normal,Illinois,http://www.normal.org/Gov/Council/Mayor.asp
Leon Rockingham,North Chicago,Illinois,http://www.northchicago.org/index.asp?Type=B_BASIC&SEC={B9B4267F-CE5C-4CDD-97CB-86164E9588C3}
Lawrence Morrissey,Rockford,Illinois,http://www.rockfordil.gov/mayors-office.aspx
Robert Sabonjian,Waukegan,Illinois,http://www.waukeganweb.net/localgovernment.html
Richard Hickman,Angola,Indiana,http://www.angolain.org/
Mark Kruzan,Bloomington,Indiana,http://bloomington.in.gov/sections/viewSection.php?section_id=13
Thomas C. Henry,Fort Wayne,Indiana,http://cityoffortwayne.org/
Karen Freeman-Wilson,Gary,Indiana,http://www.gary.in.us/mayor.asp
John A. Wilkes,Linton,Indiana,
Dennis Tyler,Muncie,Indiana,
William E. Gluba,Davenport,Iowa,http://www.cityofdavenportiowa.com/department/?fDD=5-0
T.M. Franklin Cownie,Des Moines,Iowa,http://www.ci.des-moines.ia.us/index.htm
Roy D. Buol,Dubuque,Iowa,http://www.cityofdubuque.org/index.aspx?NID=173
Robert E. Scott,Sioux City,Iowa,https://www.sioux-city.org/city-council/652-bob-scott-mayor
Buck Clark,Waterloo,Iowa,http://www.ci.waterloo.ia.us/mayor
Carl Brewer,Wichita,Kansas,http://www.wichita.gov/Government/CityCouncil/Mayor/
Gene McMurry,Carrollton,Kentucky,http://carrolltonky.net/meet-the-mayor/
Greg Fischer,Louisville,Kentucky,http://www.louisvilleky.gov/Mayor/
Melvin 'Kip' Holden,Baton Rouge,Louisiana,http://brgov.com/dept/Mayor/
Mitchell J. Landrieu,New Orleans,Louisiana,http://www.nola.gov/en/Mayors-Office
Rodney A. Grogan,Patterson,Louisiana,http://www.cityofpatterson.org/mayor.htm
Cedric B. Glover,Shreveport,Louisiana,http://www.ci.shreveport.la.us/dept/mayor/index.htm
William R. Stokes,Augusta,Maine,http://www.augustamaine.gov/index.asp?Type=B_BASIC&SEC={3C72DD33-BA34-435C-B81D-F400AD18BEE2}
Charlotte Warren,Hallowell,Maine,http://hallowell.govoffice.com/index.asp?Type=B_BASIC&SEC={A0E5D45C-2A03-436F-8CF7-06A0A93C5352}
Michael Brennan,Portland,Maine,http://www.portlandmaine.gov/
Joshua J. Cohen,Annapolis,Maryland,http://www.ci.annapolis.md.us/Government/Departments/Mayor.aspx
Stephanie Rawlings-Blake,Baltimore,Maryland,http://www.baltimorecity.gov/
Andrew M. Fellows,College Park,Maryland,http://www.collegeparkmd.gov/Mayor_Council_bios.asp
Brian K. Grim,Cumberland,Maryland,http://www.ci.cumberland.md.us/new_site/index.php/contents/view/6
Robert C. Willey,Easton,Maryland,http://www.town-eastonmd.com/Administration/MayorAndCouncil.html
Peter Benjamin,Garrett Park,Maryland,
Dennis J. Scheessele,Indian Head,Maryland,http://www.townofindianhead.org/index.asp?Type=B_BASIC&SEC={4B8A6367-13D2-4954-9BDB-2033C05EAA1A}
Craig Moe,Laurel,Maryland,http://www.cityoflaurel.org/content/craig-moe-mayor
Phyllis Marcuccio,Rockville,Maryland,http://www.rockvillemd.gov/government/mc/marcuccio.html
James Ireton,Salisbury,Maryland,http://www.ci.salisbury.md.us/
Jeffrey Slavin,Somerset,Maryland,
Bruce R. Williams,Takoma Park,Maryland,
Thatcher W. Kezer III,Amesbury,Massachusetts,http://www.amesburyma.gov/government.cfm?subpage=57883
William F. Scanlon Jr.,Beverly,Massachusetts,
Tom Menino (Co-Chair),Boston,Massachusetts,http://www.cityofboston.gov/mayor/default.asp
Joseph C. Sullivan,Braintree,Massachusetts,
David P. Maher,Cambridge,Massachusetts,http://www.cambridgema.gov/mayor.aspx
Carlo DeMaria Jr.,Everett,Massachusetts,
Lisa A. Wong,Fitchburg,Massachusetts,http://www.ci.fitchburg.ma.us/
Alex Morse,Holyoke,Massachusetts,http://www.holyoke.org/index.php?option=com_content&task=view&id=16&Itemid=78
Gary Christenson,Malden,Massachusetts,http://www.cityofmalden.org/Mayors-Office/
Michael J. McGlynn,Medford,Massachusetts,http://www.medford.org/Pages/MedfordMA_Mayor/index
Robert J. Dolan,Melrose,Massachusetts,
Setti Warren,Newton,Massachusetts,http://www.newtonma.gov/gov/executive/bio.asp
David J. Narkewicz,Northampton,Massachusetts,http://www.northamptonma.gov/gsuniverse/httpRoot/mayor/
Edward A. Bettencourt Jr.,Peabody,Massachusetts,http://www.peabody-ma.gov/mayors_office.html
Daniel Rizzo,Revere,Massachusetts,http://revere.org/elected_fr.htm
Kimberley Driscoll,Salem,Massachusetts,http://www.salem.com/Pages/SalemMA_Council/mayor
Joseph A. Curtatone,Somerville,Massachusetts,http://www.ci.somerville.ma.us/Division.cfm?orgunit=MAYOR
Domenic Sarno,Springfield,Massachusetts,http://www.springfieldcityhall.com/COS/mayor.0.html
Susan M. Kay,Weymouth,Massachusetts,http://www.weymouth.ma.us/mayor/index.asp
John Hieftje,Ann Arbor,Michigan,http://www.a2gov.org/government/citycouncil/Pages/MayorJohnHieftje.aspx
John B. O'Reilly Jr.,Dearborn,Michigan,http://www.cityofdearborn.org/government/mayors-office
Dave Bing,Detroit,Michigan,http://www.ci.detroit.mi.us/MayorsOffice/tabid/123/Default.aspx
Dayne Walling,Flint,Michigan,http://www.cityofflint.com/mayor/mayor_main.asp
George Heartwell,Grand Rapids,Michigan,http://grcity.us/Pages/default.aspx
Karen Majewski,Hamtramck,Michigan,http://www.hamtramck.us/mayor/index.php
Virg Bernero,Lansing,Michigan,http://www.lansingmi.gov/mayor/
Gretchen Driskell,Saline,Michigan,http://www.ci.saline.mi.us/?module=Page&event=Biography&personID=12
Brenda L. Lawrence,Southfield,Michigan,http://www.cityofsouthfield.com/Government/MayorsOffice/tabid/168/Default.aspx
Paul T. Schreiber,Ypsilanti,Michigan,http://cityofypsilanti.com/bd_city-council
Don Ness,Duluth,Minnesota,http://www.duluthmn.gov/mayor/
R.T. Rybak,Minneapolis,Minnesota,http://www.ci.minneapolis.mn.us/mayor/
Chris Coleman,St. Paul,Minnesota,http://www.ci.stpaul.mn.us/mayor/
Johnny DuPree,Hattiesburg,Mississippi,http://www.hattiesburgms.com/m.html
Harvey Johnson,Jackson,Mississippi,http://www.jacksonms.gov/site_test/
"Sylvester ""Sly"" James Jr.",Kansas City,Missouri,http://www.kcmayor.org/about-sly-james
Randall L. Rhoads,Lee's Summit,Missouri,http://cityofls.net/City-of-Lees-Summit/City-Officials/Mayor.aspx
Francis Slay,St. Louis,Missouri,http://stlouis-mo.gov/government/departments/mayor/
Shelley Welsch,University City,Missouri,http://www.ucitymo.org/index.aspx?NID=452
Jim Suttle,Omaha,Nebraska,http://www.co.douglas.ne.us/omaha/mayor/mayors-office-home
Donald Groesser,Ralston,Nebraska,http://www.cityofralston.com/new_to_ralston/index.html
Dean Trefethen,Dover,New Hampshire,http://dover.nh.gov/elected.htm
Ed Johnson,Asbury Park,New Jersey,http://www.cityofasburypark.com/en/mayor-a-council
Lorenzo T. Langford,Atlantic City,New Jersey,http://www.cityofatlanticcity.org/con_gov_mayorsoffice_geninfo.asp
Mark Smith,Bayonne,New Jersey,http://www.bayonnenj.org/mayor.htm
Patrick H. McHale,Bogota,New Jersey,http://www.bogotaonline.org/mayor-council/
Albert B. Kelly,Bridgeton,New Jersey,http://www.cityofbridgeton.com/government.html
Dana Redd,Camden,New Jersey,http://www.ci.camden.nj.us/city/mayor_bio.html
Chuck Cahn,Cherry Hill,New Jersey,http://www.cherryhill-nj.com/government/default.asp
Sophie Heymann,Closter,New Jersey,http://www.closterboro.com/
Jim Maley,Collingswood,New Jersey,http://www.collingswood.com/government/mayor-and-commissioners
Carol Foster,Corbin City,New Jersey,
Joseph R. Smith,East Newark,New Jersey,http://www.boroughofeastnewark.com
Robert L. Bowser,East Orange,New Jersey,http://www.eastorange-nj.org/Mayor/Index.htm
Antonia Ricigliano,Edison,New Jersey,http://www.edisonnj.org/
J. Christian Bollwage,Elizabeth,New Jersey,http://www.elizabethnj.org/
Carlos Colina,Emerson,New Jersey,http://www.emersonnj.org/index.asp?Type=B_DIR&SEC={ED7CA23A-09DE-4024-8A9C-82E8D9310B1A}
Colleen Mahr,Fanwood,New Jersey,
Gerald R. Drasheff,Guttenberg,New Jersey,http://www.guttenbergnj.org/Officials/Official.aspx?id=16
Maria DiGiovanni,Hackettstown,New Jersey,http://www.hackettstown.net/town-council.html
Domenick Stampone,Haledon,New Jersey,http://haledonboronj.com/index.php/government/mayor-a-council/12-domenick-stampone
Raymond J. McDonough,Harrison,New Jersey,http://www.townofharrison.com/departments.html
Richard S. Goldberg,Hawthorne,New Jersey,http://hawthornenj.org/mayor.cfm
David L. Tinker,Hazlet,New Jersey,http://www.hazlettwp.org/committeeman-david-tinker.html
Dawn Zimmer,Hoboken,New Jersey,http://www.hobokennj.org/mayor/
Timothy McDonough,Hope,New Jersey,http://www.hopetownship.com/bin/web/real_estate/AR278633/ACTIVATE_FRAMES/TESTIMONALS/Hope/1275259775.html
Paul Anzano,Hopewell,New Jersey,http://www.hopewellboro-nj.us/index.php?option=com_content&task=view&id=18&Itemid=48
Robert M. Giordano,Independence,New Jersey,http://www.independencenj.com/mayor.html
Wayne Smith,Irvington,New Jersey,http://www.irvington.net/
Jerramiah Healy,Jersey City,New Jersey,http://jerseycitynj.gov/government.aspx
David M. DelVecchio,Lambertville,New Jersey,http://www.lambertvillenj.org/content/102/166/default.aspx
Richard J. Gerbounka,Linden,New Jersey,http://www.linden-nj.org/council/mayor.htm
Mauro D. Raguseo,Little Ferry,New Jersey,http://www.littleferrynj.org/electedofficials.html
Stephen Santola,Livingston,New Jersey,http://www.livingstonnj.org/councilmeetings.htm
Frank W. Minor,Logan Township,New Jersey,http://www.logan-twp.org/
Nicholas Russo,Longport,New Jersey,http://www.longport-nj.us/
Michael E. Beck,Lower Township,New Jersey,http://www.townshipoflower.org/mayor/index.php
William Laforet,Mahwah,New Jersey,http://www.mahwahtwp.org/Cit-e-Access/Mayor/?TID=64&TPID=6707
Michael Fressola,Manchester Township,New Jersey,http://www.manchestertwp.com/mayor/index.htm
Victor DeLuca,Maplewood,New Jersey,http://www.twp.maplewood.nj.us/TownshipOfficials/vice-mayor-victor-deluca-1
Frank M. North,Merchantville,New Jersey,http://www.merchantville.com/
Patrick O'Hagan,Midland Park,New Jersey,http://www.mpnj.com/mp_whos_who.asp
James A. Gallos,Milford,New Jersey,http://www.milfordnj.org/
Dennis Vaccaro,Moonachie,New Jersey,http://www.moonachie.us/government.html
J. Randy Bishop,Neptune,New Jersey,
Cory Booker,Newark,New Jersey,http://www.ci.newark.nj.us/City_Government/Meet_the_mayor.htm
Peter C. Massa,North Arlington,New Jersey,http://www.northarlington.org/meetthemayor.html
Francis M. Womack III,North Brunswick,New Jersey,http://www.northbrunswicknj.gov/mayor.html
Randy George,North Haledon,New Jersey,http://www.northhaledon.com/index.php?option=com_content&task=categoryÂ§ionid=7&id=39&Itemid=64
Owen Henry,Old Bridge,New Jersey,http://www.oldbridge.com/content/137/183/default.aspx
James Barberio,Parsippany-Troy Hills,New Jersey,http://www.parsippany.net/
Alex D. Blanco,Passaic,New Jersey,http://www.cityofpassaic.com/Elected%20Officials.html
Jeffery Jones,Paterson,New Jersey,http://www.patersonnj.gov/department/index.php?fDD=2-0
Wilda Diaz,Perth Amboy,New Jersey,http://ci.perthamboy.nj.us/mayor-wilda-diaz.html
Harry L. Wyant,Phillipsburg,New Jersey,http://www.phillipsburgnj.org/index.php?option=com_content&view=article&id=1&Itemid=3
Sharon M. Robinson-Briggs,Plainfield,New Jersey,http://www.plainfield.com/Mayors_Corner.htm
Jesse L. Tweedle Sr.,Pleasantville,New Jersey,http://pleasantville-nj.org/index.asp?var_incl=CH_officials.lbi
Gary Giberson,Port Republic,New Jersey,http://www.aclink.org/Admin/Main/Municipal.asp
Pasquale Menna,Red Bank,New Jersey,http://www.redbanknj.org/content/mayors-message.html
Sandy Moscaritolo,River Edge,New Jersey,http://www.riveredgenj.org/index.asp?Type=B_BASIC&SEC={7E4B079B-ABBD-48FF-AB71-11FBB407BF2E}
Jamel C. Holley,Roselle,New Jersey,http://www.boroughofroselle.com/Officials/Official.aspx?id=2
Robert L. Davis,Salem,New Jersey,http://www.salemcitynj.com/26001.html
Brian P. Stack,Union City,New Jersey,http://www.ucnj.com/city-officials/the-mayor
Betty Simmons,Victory Gardens,New Jersey,"http://www.google.com/maps?q=Victory+Gardens,+NJ,+USA&sa=X&oi=map&ct=title"
Robert Romano,Vineland,New Jersey,http://www.vinelandcity.org/Mayor%27s%20Office/mayors.htm
Robert D. Parisi,West Orange,New Jersey,http://www.westorange.org/index.asp?Type=B_BASIC&SEC={8EF4E130-224C-4AA4-9001-7D58A0C8F19D}
Shing-Fu Hsueh,West Windsor,New Jersey,http://www.westwindsornj.org/mayor_welcome.html
John E. McCormac,Woodbridge,New Jersey,http://www.twp.woodbridge.nj.us/elected_officials_mayor.html
Keith Kazmark,Woodland Park,New Jersey,http://www.wpnj.us/message.html
Joe Murrietta,Grants,New Mexico,http://www.cityofgrants.org/local_government/mayor_and_city_council.jsp
Kenneth D. Miyagishima,Las Cruces,New Mexico,http://www.las-cruces.org/council/mayor.shtm
Ray Alborn,Ruidoso,New Mexico,http://www.ruidoso.net/local/Village%20Officials.htm
David Coss,Santa Fe,New Mexico,http://www.santafenm.gov/executive/mayor/index.asp
Albert Campos Jr.,Santa Rosa,New Mexico,http://www.srnm.org/Government/Elected-Officials.aspx
Gloria J. Chavez,Tijeras,New Mexico,http://villageoftijerasnm.com/index_files/Page776.html
Gerald Jennings,Albany,New York,http://www.albanyny.org/Government/MayorsOffice.aspx
James Gaughan,Altamont,New York,http://www.altamontvillage.org/pages/Altamontny_bcomm/village/James%20Gaughan%20Bio
Ann M. Thane,Amsterdam,New York,http://www.amsterdamny.gov/government/mayor-council.php
Peter R. Porcino,Ardsley,New York,
Andrea Smallwood,Athens,New York,
Randy Casale,Beacon,New York,http://www.cityofbeacon.org/departments/city-council
Matthew T. Ryan,Binghamton,New York,http://www.cityofbinghamton.com/mayor.asp
Eugene Christopher,Broadalbin,New York,
Byron Brown,Buffalo,New York,http://www.ci.buffalo.ny.us/document_4.html
G. Wayne McIlroy,Carthage,New York,
Jerome Kobre,Chestnut Ridge,New York,http://www.planet-rockland.org/chestnut/
John A. Lane,Clinton,New York,http://village.clinton.ny.us/content/Offices/Homepage/:item=5&field=officials;/content/Officials/View/5
John McDonald,Cohoes,New York,http://www.cohoes.com/
Mark Evans,Coxsackie,New York,http://www.villageofcoxsackie.com/index.php?option=com_content&task=view&id=26&Itemid=54
Robert J. Foster,Deferiet,New York,
Sally Burns,Delanson,New York,http://www.delanson.net/Government/VillageBoard/tabid/108/Default.aspx
Steven P. Hoffman,Depew,New York,http://www.villageofdepew.org/villageBoard.php
Randy Sterling,Dryden,New York,
Allan A. Kasprzak,East Aurora,New York,http://www.east-aurora.ny.us/board.htm
Paul Rickenbach,East Hampton,New York,http://www.easthamptonvillage.org/
Henry Doerr,Elbridge,New York,http://www.villageofelbridge.com/villageboard.html
Jeffrey Kaplan,Ellenville,New York,http://villageofellenville.com/default.aspx
James Matthews,Ellisburg,New York,
