Stephen G. Sommers,Fabius,New York,http://www.fabius-ny.gov/php-files/gov.php
Mark Olson,Fayetteville,New York,http://www.fayettevilleny.gov/Welcome.aspx
James J. Miccio,Fishkill,New York,http://www.vofishkill.us/mayor-james-miccio.aspx
Andrew Hardwick,Freeport,New York,http://www.freeportny.com/
Donald T. Brudie,Garden City,New York,http://www.gardencityny.net/index.asp?Type=B_BASIC&SEC=%7BD2E4E6EC-1CA6-4C12-89F4-B39DD2EEE11E%7D
John Diamond,Glens Falls,New York,http://www.cityofglensfalls.com/index.aspx?nid=28
Dayton J. King,Gloversville,New York,http://www.cityofgloversville.com/ContentManager/index.cfm?Step=Display&ContentID=2
Jean A. Celender,Great Neck Plaza,New York,http://www.greatneckplaza.net/Elected%20Officials.html
Ralph J. Kreitzman,Great Neck Village,New York,http://www.greatneckvillage.org/
Barbara Moore,Greenwood Lake,New York,
Martin Natoli,Hagaman,New York,
Emery Cummings Jr.,Hammondsport,New York,
LeRoy V. Davis,Harrisville,New York,http://villageofharrisvilleny.org/content/Boards/View/1
Peter Swiderski,Hastings on Hudson,New York,http://hastingsgov.org/Pages/HastingsNY_Trustees/index
Michael Kohut,Haverstraw,New York,http://www.voh-ny.com/mayor.htm
Natale J. Tartamella,Head of the Harbor,New York,http://www.villagehohny.org/mayor.php
Wayne J. Hall Sr.,Hempstead,New York,http://www.villageofhempstead.org
Richard Beirman Sr.,Herrings,New York,
Bernard Jackson,Hillburn,New York,http://www.hillburn.org/VillageGov/Mayor.htm
Joseph M. Lee,Hilton,New York,http://www.hiltonny.org/html/trustees.html
Richard B. Milne,Honeoye Falls,New York,http://www.villageofhoneoyefalls.org/mayor.php
Shawn Hogan,Hornell,New York,http://www.cityofhornell.com/departments/mayor_hogan.html
Brian C. Smith,Irvington,New York,http://www.irvingtonny.gov/index.aspx?nid=248
Svante L. Myrick,Ithaca,New York,http://www.ci.ithaca.ny.us/officials/index.cfm
Samuel Teresi,Jamestown,New York,http://www.jamestownny.net/
Susan Lopatkin,Kensington,New York,http://www.villageofkensingtonny.gov/
Shayne R. Gallo,Kingston,New York,
Robert Blais,Lake George,New York,http://villageoflakegeorge.us/content/Offices/Homepage/:item=4&field=officials;/content/Officials/View/13
Ronald S. Cooper,Lake Success,New York,http://www.villageoflakesuccess.com/index1.html
Anne H. McAndrews,Larchmont,New York,http://villageoflarchmont.org/officials/
Martin Oliner,Lawrence,New York,http://www.villageoflawrence.org/Administration.htm
Carl Luft,Lima,New York,http://www.lima-ny.org/officials.html
Norman L. Marsh,Little Valley,New York,http://www.villageoflittlevalley.org/contact_info.htm
Corrine Kleisle,Lyons,New York,http://www.villageoflyons.com/village_board.html
Barbara Clark,Madison,New York,
Patricia McDonald,Malverne,New York,http://www.malvernevillage.org/mayors_message.html
Mark-Paul Serafin,Manlius,New York,http://manliusvillage.org/
James F. Hidy,Massena,New York,http://www.massenaworks.com/village/index.asp
Dennis Leahy,Maybrook,New York,http://www.villageofmaybrook.com/
Anthony Sylvester,Mechanicville,New York,http://www.mechanicville.com/
Terry Grimshaw,Mexico,New York,http://www.mexicovillage.net/index.php?option=com_content&view=article&id=50&Itemid=61
Richard Donovan,Minoa,New York,http://www.villageofminoa.com
James C. Purcell,Monroe,New York,
Jeffrey Oppenheim,Montebello,New York,
Gordon Jenkins,Monticello,New York,http://www.villageofmonticello.com/
Ernest D. Davis,Mount Vernon,New York,http://cmvny.com/mayors-office/
Donald J. Ryan,New Hartford,New York,http://villageofnewhartford.com/content/Boards/View/4
Noam Bramson,New Rochelle,New York,http://www.newrochelleny.com/mayorprof.asp
Michael R. Bloomberg (Co-Chair),New York,New York,http://www.nyc.gov/
Peter M. Blandino,Newark,New York,
Judith L. Kennedy,Newburgh,New York,http://www.cityofnewburgh-ny.gov/gov/mayor.htm
Paul A. Dyster,Niagara Falls,New York,http://www.niagarafallsusa.org/index.cfm
Laura Nolan,North Haven,New York,http://northhavenny.us/announcements.html#Officials
Marvin Natiss,North Hills,New York,http://www.villagenorthhills.com/village-board.asp
Robert G. Ortt,North Tonawanda,New York,http://www.northtonawanda.org/Departments/Mayor_2010.htm
Joseph Maiurano,Norwich,New York,http://www.norwichnewyork.net/gov/mayor.html
Linda L. Witte,Olean,New York,http://www.cityofolean.com/
Richard P. Miller,Oneonta,New York,"Jr., http://www.oneonta.ny.us/bio.asp"
William R. Hanauer,Ossining,New York,http://www.villageofossining.org/Cit-e-Access/Mayor/?TID=24&TPID=3466
Brian Wona,Otisville,New York,http://www.villageofotisville.com/
Vicky Daly,Palmyra,New York,http://www.palmyrany.com/pal_mayor.htm
Paul Pontieri,Patchogue,New York,http://www.patchoguevillage.org/officials.html
Mary Foster,Peekskill,New York,http://www.cityofpeekskill.com/commoncouncil/mayor-mary-foster
Anthony Fratto,Phoenix,New York,http://villageofphoenix-ny.gov/
Christopher Sanders,Piermont,New York,http://www.piermont-ny.com/
Donald M. Kasprzak,Plattsburgh,New York,http://www.cityofplattsburgh-ny.gov/About/MayorMessage
Robert Weitzner,Port Washington,New York,http://www.portwashingtonnorth.org/?page_id=80
John Tkazyik,Poughkeepsie,New York,http://www.cityofpoughkeepsie.com/mayor.html
John Bruno,Ravena,New York,http://www.villageofravena.com/
Daniel J. Dwyer,Rensselaer,New York,http://www.rensselaerny.gov/MayorsOffice/MayorsBiography.aspx
Kevin Neary,Richmondville,New York,http://www.schohariecounty-ny.gov/CountyWebSite/villric/index.jsp
John Durkin,Roslyn,New York,
Matthew Bloomfield,Russell Gardens,New York,http://www.russellgardens.com/
Jeffrey L. Pond,Salamanca,New York,http://www.salmun.com/dept/mayor/mayor.htm
Grant Rohrmoser,Sandy Creek,New York,
Clyde Rabideau,Saranac Lake,New York,http://www.saranaclakeny.gov/index.asp?Type=B_BASIC&SEC={ACA6A998-69A2-4CB3-A760-235CD0A81068}
Gregge Harrian,Savona,New York,
Gary R. McCarthy,Schenectady,New York,http://cityofschenectady.com/homepage.htm
Paul F. Gee,Scottsville,New York,
Omer Cousineau,Sharon Springs,New York,
John Patterson,Sherman,New York,
Leonard Szymanski,Sloan,New York,http://www.villageofsloan.org/mayorsoffice.htm
Karen Strickland,South Dayton,New York,
Geoffrey N. Prime,South Floral Park,New York,
Patricia DuBow,South Nyack,New York,
Mark Epley,Southampton,New York,http://www.southamptonvillage.org/gallery.asp
Letty J. Rudes,Speculator,New York,http://www.hamiltoncounty.com/towns-municipalities/speculator
Joyce Lobene,Spencerport,New York,http://www.vil.spencerport.ny.us/administrative/mayor.html
Noramie Jasmin,Spring Valley,New York,http://www.villagespringvalley.org/
Dagan LaCorte,Suffern,New York,http://www.suffernvillage.com/index.php?page=Village_Board
Edward R. Stewart III,Sylvan Beach,New York,http://www.sylvanbeachny.com/index.html
Stephanie A. Miner,Syracuse,New York,http://www.syracuse.ny.us/Mayors_Biography.aspx
Ronald Pilozzi,Tonawanda,New York,http://www.ci.tonawanda.ny.us/
Louis A. Rosamilia,Troy,New York,http://www.troyny.gov/Government/MayorsOffice.aspx
A. Martin Petrovic,Trumansburg,New York,http://www.trumansburg-ny.gov/boardoftrustees.htm
Beth Greenwood,Tully,New York,http://villageoftully.org/content/
Michael Esmay,Upper Nyack,New York,http://uppernyack-ny.us/village-officials
Theodore H. Young,Waterloo,New York,http://www.waterloony.com/depts/VOffice.html
Michael Manning,Watervliet,New York,http://www.watervliet.com
Brian D. McCoy,Wayland,New York,
David Goldsmith,Wesley Hills,New York,http://www.wesleyhills.org/
Scott M. Burto,West Carthage,New York,
John Ramundo,West Haverstraw,New York,http://www.westhaverstraw.org/government/mayor.html
David Carr,Westfield,New York,http://www.villageofwestfield.org/government/mayortrustees/index.html
Thomas M. Roach,White Plains,New York,http://www.cityofwhiteplains.com/Templates/template_text_image_right_panel.aspx?ID=Common
Anthony C. Leone,Yorkville,New York,
Mark Chilton,Carrboro,North Carolina,http://www.ci.carrboro.nc.us/gov.htm
Mark Kleinschmidt,Chapel Hill,North Carolina,http://www.ci.chapel-hill.nc.us/index.aspx?page=85
Bill Bell,Durham,North Carolina,http://durhamnc.gov/ich/mayor/Pages/Home.aspx
Miles Atkins,Mooresville,North Carolina,http://ci.mooresville.nc.us/portal/townelectedofficials
Jackie Holcombe,Morrisville,North Carolina,http://www.ci.morrisville.nc.us/index.aspx?nid=490
Nancy McFarlane,Raleigh,North Carolina,
Victor Varela,Ronda,North Carolina,
Dennis Walaker,Fargo,North Dakota,http://www.ci.fargo.nd.us/
Dan Pillow,Addyston,Ohio,http://www.addystonohio.org/officials_and_staff.html
Donald Plusquellic,Akron,Ohio,http://ci.akron.oh.us/mayor/index.htm
Bernard Baronowski,Andover,Ohio,http://andovervillage.com/mayor.html
Ronald A. Bischof,Barnesville,Ohio,http://www.barnesvilleohio.com/mayor.htm
Merle Gorden,Beachwood,Ohio,http://www.beachwoodohio.com/mayor.html
Daniel Pocek,Bedford,Ohio,http://www.bedfordoh.gov/site.cfm/City-Hall/Mayor-Pocek.cfm
Fletcher Berger,Bedford Heights,Ohio,http://www.bedfordheights.gov/directory
John Licastro,Bratenahl,Ohio,http://www.bratenahl.org/hall2.html
Samuel Alai,Broadview Heights,Ohio,http://www.broadview-heights.org/
David Seagraves,Brookville,Ohio,http://www.brookvilleohio.com/inner/mayor_letter.htm
Lowell E. Anderson,Caldwell,Ohio,
William J. Healy II,Canton,Ohio,http://www.cantonohio.gov/mayor/?pg=mayor
Tammy D. Drobina,Carroll,Ohio,http://www.ci.carroll.oh.us/
Diana Stockmaster,Centerburg,Ohio,http://centerburgoh.org/mayor.html
Mark Mallory,Cincinnati,Ohio,http://www.cincinnati-oh.gov/mayor/pages/-3048-/
Frank Jackson,Cleveland,Ohio,http://www.city.cleveland.oh.us/CityofCleveland/Home
Edward Kelley,Cleveland Heights,Ohio,http://www.clevelandheights.com/index.aspx?page=298
Danny Stacy,Cleves,Ohio,
Michael Coleman,Columbus,Ohio,http://mayor.columbus.gov/
William Armentrout,Creston,Ohio,
Gary Leitzell,Dayton,Ohio,http://www.daytonohio.gov/CCO/Pages/MayorLeitzell.aspx
Gary L. Comer,DeGraff,Ohio,http://www.degraffohio.com/village-council.html
Terry Lindeman,Doylestown,Ohio,http://www.doylestown.com/index.php?option=com_content&task=view&id=52
Gary Norton,East Cleveland,Ohio,http://www.eastcleveland.info/inamix/content/office-mayor
Ted Andrzejewski,East Lake,Ohio,http://www.eastlakeohio.com/city_hall/mayors_office/index.php
James P. Swoger,East Liverpool,Ohio,http://www.eastliverpool.com/mayor.php
Patricia Burnside,Englewood,Ohio,http://www.englewood.oh.us/burnside.php
Bill Cervenik,Euclid,Ohio,http://www.cityofeuclid.com/community/MayorsOffice
Thomas H. Nagel,Fairborn,Ohio,http://www.ci.fairborn.oh.us/gov/council/nagel.htm
Charles H. Johnson,Forest Park,Ohio,
Gary Middlemus,Frazeysburg,Ohio,
Kirk Emmert,Gambier,Ohio,http://www.villageofgambier.org/council.htm
Dave Nelson,Geneva-on-the-Lake,Ohio,
Mark Williams,Genoa,Ohio,http://www.genoaohio.org/Mayor.aspx
Alan Zaffiro,Golf Manor,Ohio,http://www.golfmanor.org/
Ray E. DeGraw,Grandview Heights,Ohio,
Gary Lee Young,Greenville,Ohio,
Lance Westcamp,Groveport,Ohio,http://www.groveport.org/index.php/mayor
Richard L. Verga,Harveysburg,Ohio,
Clifford L. Mason,Hebron,Ohio,
Lou Bertrand,Hiram,Ohio,http://www.hiramvillage.org/index.asp?Type=B_BASIC&SEC={F5271A12-A48C-48DB-811C-55BC5F1B998E}
Susan J. Pelkowski,Holloway,Ohio,
William Currin,Hudson,Ohio,http://www.hudson.oh.us/index.aspx?nid=113
Rich Blankenship,Ironton,Ohio,http://www.ironton-ohio.com/mayor.htm
Jerry Fiala,Kent,Ohio,http://www.kentohio.org/gov2/mayor.asp
Deborah Neale,Lakeline,Ohio,
David J. Berger,Lima,Ohio,http://www.cityhall.lima.oh.us/mayor/index.asp
Jo Ann Toczek,Linndale,Ohio,
Patricia A. Fallot,Louisville,Ohio,http://www.louisvilleohio.com/city-government/city-council
Joseph Cicero Jr,Lyndhurst,Ohio,http://www.lyndhurst-oh.com/mayor.html
Donald Kuchta,Macedonia,Ohio,http://www.macedonia.oh.us/mayor.htm
Steve Adams,Malvern,Ohio,http://villageofmalvern.net/aboutus.aspx
Jeffrey A. Lansky,Maple Heights,Ohio,
Joe A. Matthews,Marietta,Ohio,http://www.mariettaoh.net/government/mayor
Bruce Rinker,Mayfield Village,Ohio,http://www.mayfieldvillage.com/
Robert Schwab,McComb,Ohio,http://mccomboh.com/Committees.html
Glenn W. Holmes,McDonald,Ohio,http://www.mcdonaldvillage.com/
Richard Cain,Mineral City,Ohio,
James B. Waller,Minerva,Ohio,http://ci.minerva.oh.us/mayor.htm
Steven L. Yagelski,Montpelier,Ohio,http://www.montpelieroh.net/village_council.html
Susan Renda,Moreland Hills,Ohio,http://morelandhills.com/?page_id=5
Charles Neff,Mount Sterling,Ohio,
Mike Porter,Mt. Gilead,Ohio,
Jeffrey C. Wherley,Nellie,Ohio,
James A. Friel,Newcomerstown,Ohio,
Daniel R. Brooks,North College Hill,Ohio,
Terrance J. McConnell,North Kingsville,Ohio,http://www.northkingsvilleohio.org/administration.htm
Ed Klco,North Perry,Ohio,
Kathy Mulcahy,Orange Village,Ohio,http://www.orangevillage.com/mulcahy.html
David T. Handwerk,Orrville,Ohio,http://www.orrville.com/MAYOR.HTM
Billy R. Spencer,Piketon,Ohio,http://www.piketoninfo.com/category/912104/Government-Offices-City-Village-Twp/0#content
Timothy Redden,Plymouth,Ohio,http://www.plymouthoh.org/index.asp?Type=B_BASIC&SEC=%7BD0CAC26C-5B1C-4747-A8BE-83EDD7566B8C%7D&DE=%7BE22C7BD2-2CF2-436A-8962-601ADAA7E26D%7D
Timothy Sicafuse,Poland,Ohio,
David A. Malone,Portsmouth,Ohio,http://portsmouthoh.org/index.aspx?nid=109
Daniel Ursu,Richmond Heights,Ohio,http://www.richmondheightsohio.org/mayor.php
William Nibert,Richwood,Ohio,
Bill Flaute,Riverside,Ohio,http://www.riverside.oh.us/riverside-city-council/
John Berlin,Salem,Ohio,http://www.cityofsalemohio.org/Administrative.aspx
Earl M. Leiken,Shaker Heights,Ohio,http://shakeronline.com/accessing-city-hall/mayor
Patrick C. Monahan,Shawnee Hills,Ohio,
John Smith,Silverton,Ohio,http://www.silvertonohio.us/elected-officials.cfm
Georgine Welo,South Euclid,Ohio,http://www.cityofsoutheuclid.com/mayor/index.html
Matthew Brett,South Russell,Ohio,http://www.southrussell.com/village.hall.html
Warren Copeland,Springfield,Ohio,http://www.ci.springfield.oh.us/Gov/mayor.htm
William C. Burkhardt,St. Bernard,Ohio,http://www.cityofstbernard.org/city-government/council-and-elected-officials/
Domenick Mucci Jr.,Steubenville,Ohio,http://www.cityofsteubenville.us/mayor/index.html
Clayton Weller,Sugarcreek,Ohio,http://www.villageofsugarcreek.com/village-administration/
Michael P. Bell,Toledo,Ohio,http://toledo.oh.gov/MayorsOffice/tabid/230/Default.aspx
Mary Myers,Verona,Ohio,
Daniel Wilczynski,Walbridge,Ohio,http://www.walbridgeohio.org/index.asp?id=3
Doug Franklin,Warren,Ohio,http://www.warren.org/mayor.htm
Doug Shaw,Wauseon,Ohio,
Allen Patchin,West Farmington,Ohio,http://www.farmingtoncommunity.org/villagecouncil/index.shtml
Ann Schreiner,West Millgrove,Ohio,
Kim Maggard,Whitehall,Ohio,http://whitehall-oh.us/
William A. Margalis,Wickliffe,Ohio,http://www.cityofwickliffe.com/city-hall/mayors-office.html
Richard J. Bonde,Willowick,Ohio,http://www.cityofwillowick.com/deptMayorsOfficeMain.php
Chuck Sammarone,Youngstown,Ohio,http://www.cityofyoungstownoh.com/city_hall/departments/mayor/mayor.aspx
Jeff Tilton,Zanesville,Ohio,http://www.coz.org/mayor.cfm
Kitty Piercy,Eugene,Oregon,http://www.kittypiercy.com/
Sam Adams,Portland,Oregon,http://www.portlandonline.com/
James Hopely,Aldan,Pennsylvania,http://www.aldanonline.info/government.html
Ed Pawlowski,Allentown,Pennsylvania,http://www.allentownpa.org/staff.htm
"Charles T. ""Bud"" Wahl",Ambler,Pennsylvania,http://www.boroughofambler.com/bud-wahl/
Gretchen Dosch,Applewold,Pennsylvania,
Bernard Killian,Aspinwall,Pennsylvania,http://www.aspinwallpa.com/Borough.aspx
Alexander Bennett,Baldwin,Pennsylvania,http://www.baldwinborough.org/
Philip Ferrizzi,Bally,Pennsylvania,http://www.co.berks.pa.us/Muni/Bally/Pages/BoroughOfficials.aspx
Donald L. Wunderler,Bath,Pennsylvania,http://www.bathborough.org/officials.html
Cloyd W. Wagner,Beavertown,Pennsylvania,
Stanley Goldman,Bellefonte,Pennsylvania,http://bellefonte.net/government/mayor-borough-council/mayors-welcome/
Robin J. Gochenauer,Bendersville,Pennsylvania,
Gail Stoudt,Bernville,Pennsylvania,
John Callahan,Bethlehem,Pennsylvania,http://www.bethlehem-pa.gov/about/mayor/index.htm
Robert Myers,Birdsboro,Pennsylvania,http://www.birdsboropa.org/OfficialsCommissionsCommittees.htm
Everett W. Saxton,Bolivar,Pennsylvania,
Vincent H. Liebel,Boswell,Pennsylvania,
Marianne V. Deery,Boyertown,Pennsylvania,http://www.boyertownborough.org/pages/general/administration.aspx
Kenneth Lockhart,Brentwood,Pennsylvania,http://www.brentwoodboro.com/index.php?option=com_content&task=section&id=14&Itemid=33
Verncel L. Creveling,Briar Creek,Pennsylvania,
David Wonderling,Brookville,Pennsylvania,
Lester J. Ward,Brownsville,Pennsylvania,http://www.brownsvillepa.org/Government.aspx
Anna Marie Quader,Burgettstown,Pennsylvania,
Loyce Harpster,Burnham,Pennsylvania,http://www.burnhamboro.org/Pages/Municipal_Information.aspx#mayor
Margaret Stock,Butler,Pennsylvania,http://cityofbutler.org/index.php/elected-officials
David H. Rhome,Canonsburg,Pennsylvania,http://www.canonsburgboro.com/
Justin M. Taylor,Carbondale,Pennsylvania,http://www.carbondale-pa.gov/content.php?page=office_of_the_mayor
Donald Baumgarten,Castle Shannon,Pennsylvania,http://borough.castle-shannon.pa.us/mayors-message.htm
Barbara Schlegel,Catasauqua,Pennsylvania,http://catasauquaborough.govoffice.com/index.asp?Type=B_BASIC&SEC={D1558D6C-AFF5-416D-95DA-398DD3204C8C}
James S. Perry,Chalfant,Pennsylvania,
Marilyn J. Becker,Chalfont,Pennsylvania,http://www.chalfontborough.com/borough-government/mayor.aspx
Peter Lagiovane,Chambersburg,Pennsylvania,http://www.borough.chambersburg.pa.us/
Ronald Lockwood,Cherry Valley,Pennsylvania,
John Linder,Chester,Pennsylvania,http://www.chestercity.com/index.php/city-council/city-council-officials
Paul McKenna,Churchill,Pennsylvania,
Richard L. Lattanzi,Clairton,Pennsylvania,http://www.svcog.org/Clairton.html
Andrea J. Estadt,Clarion,Pennsylvania,http://clarionboro.org/government/
Harry Kelly,Clarks Summit,Pennsylvania,http://www.clarkssummitboro.org/council09.html
James P. Schell,Clearfield,Pennsylvania,http://clearfieldboro.com/Borough_Council.html
John Hartman,Cleona,Pennsylvania,http://www.cleonaborough.org/Council.htm
Frank C. Kelly,Collingdale,Pennsylvania,http://www.collingdaleborough.com/html/council.html
Daniel Rutland,Colwyn,Pennsylvania,http://colwynborough.com/your-local-government/
Allen Gyorko,Confluence,Pennsylvania,
Joseph Carrelli,Conyngham,Pennsylvania,http://www.luzernecounty.org/living/municipalities/conyngham_borough
Anthony G. Celeste,Coraopolis,Pennsylvania,http://coraopolispa.com/4.html
Mark J. Thomas,Cornwall,Pennsylvania,http://www.cornwall-pa.com/Departments/BoroughCouncil.aspx
Timothy J. Carroll,Dallas,Pennsylvania,
Helen Thomas,Darby,Pennsylvania,http://psabdns4.com/darbyborough.com/
John Lignelli,Donora,Pennsylvania,
Thomas Lloyd,Dormont,Pennsylvania,http://boro.dormont.pa.us/index.asp?Type=B_BASIC&SEC={50D0163A-7E6B-4C6C-AC21-30AF3386F247}
Josh Maxwell,Downingtown,Pennsylvania,http://www.joshmaxwell.com/about
Libby White,Doylestown,Pennsylvania,http://www.doylestownborough.net/Libbybio.pdf
Philip T. Krivacek,Duquesne,Pennsylvania,http://www.duquesnepa.us/mayor__council__staff
Betty M. Hays,Eagles Mere,Pennsylvania,http://www.eaglesmere.org/boroofficials.html
James S. Perry,East Pittsburgh,Pennsylvania,
Mark A. Pacilla,East Washington,Pennsylvania,http://www.eastwash.com/government/mayor/
Salvatore J. Panto Jr.,Easton,Pennsylvania,http://www.easton-pa.com/mayor.html
J. Edward Cook,Edgewood,Pennsylvania,http://www.edgewood.pgh.pa.us/edgewood-govt-council.htm
Wayne T. Murphy,Edgeworth Borough,Pennsylvania,
Ray Plummer,Ehrenfeld,Pennsylvania,
Joseph J. Cisco,Ellport City,Pennsylvania,http://www.ecboro.com/index.htm
Anthony J. Court,Ellwood City,Pennsylvania,http://ellwoodcity.org/
Winfield Iobst,Emmaus,Pennsylvania,http://www.borough.emmaus.pa.us/Mayor-Emmaus-Borough.html
Dorothy H. Quinn,Emsworth,Pennsylvania,http://www.emsworthborough.com/officials.htm
Joseph Sinnott,Erie,Pennsylvania,http://www.ci.erie.pa.us/Home/tabid/1/Default.aspx
Gary Foster,Evans City,Pennsylvania,http://www.evans-city.com/
D. Gary Evans,Factoryville,Pennsylvania,http://www.factoryville.org/Borough/boroughinfo.htm
Charles Moore,Falls Creek,Pennsylvania,
Olive McKeithan,Farrell,Pennsylvania,http://www.cityoffarrell.com/Officials.aspx
Gary McBrien,Felton,Pennsylvania,
Robert P. Frey,Folcroft,Pennsylvania,http://www.folcroftpa.net/
Kim Phillips,Frackville,Pennsylvania,http://frackvillepa.org/government/government.html
Fred C. Moyer Jr.,Freeburg,Pennsylvania,
Gerald C. Yob,Freemansburg,Pennsylvania,http://www.boroughoffreemansburg.org/government.htm
Edward F. Burns,Girardville,Pennsylvania,
Arnie Bowser,Greensboro,Pennsylvania,http://www.greensboropa.com/?page_id=5
Roy Del Rosario,Hamburg,Pennsylvania,https://hamburgboro.com/Elected_Officials_LICJ.html
Linda D. Thompson,Harrisburg,Pennsylvania,http://pl1462.pairlitesite.com/greetings-from-mayor-linda-d-thompson/
Norm Hawkes,Hatboro,Pennsylvania,http://www.hatborogov.org/directory.html
Ronald Cyphert,Hawthorn,Pennsylvania,
John Hoerner,Highspire,Pennsylvania,http://highspire.org/mayor.html
Joseph R. Dodson,Hollidaysburg,Pennsylvania,
Betty Esper,Homestead,Pennsylvania,http://www.svcog.org/Homestd.html
Tim McGuire,Homewood,Pennsylvania,
Dee Dee Brown,Huntingdon Borough,Pennsylvania,http://www.huntingdoncounty.net/HuntingdonBorough/Pages/Mayor.aspx
George E. Hood,Indiana,Pennsylvania,http://www.indianaboro.com/departments/Mayors_Office.htm
Nicholas Yanosich,Industry,Pennsylvania,
Gerald C. Croushore,Ingram,Pennsylvania,http://ingramborough.org/croushore.html
Charles Ritter,Ivyland,Pennsylvania,http://www.ivylandborough.org/government.html
James C. Sanders,Jefferson,Pennsylvania,
Ed Foley,Jenkintown,Pennsylvania,http://www.jenkintownboro.com/?page_id=96
Wm. Dennis Buttorff,Jersey Shore,Pennsylvania,http://www.jerseyshoreboro.org/jsboro/BoroughGovernment/BoroughCouncil/tabid/57/Default.aspx
Donald Bosh,Knoxville,Pennsylvania,
Sandra Green,Kutztown,Pennsylvania,http://www.kutztownboro.org/council/index.php
Joseph Legnasky,Lake City,Pennsylvania,
Rick Gray,Lancaster,Pennsylvania,http://www.cityoflancasterpa.com/lancastercity/cwp/view.asp?A=672&Q=517632
Christopher Blaydon,Langhorne,Pennsylvania,http://www.buckscounty.org/government/municipalities/langhornboro.aspx
Jayne C. Young,Lansdowne,Pennsylvania,http://lansdowneborough.com/mayor-council-members/
Fred Feltenberger,Laureldale,Pennsylvania,http://www.laureldaleboro.org/
Pete Poninsky,Leetsdale,Pennsylvania,
Donald L. Rehrig,Lehighton,Pennsylvania,http://www.lehightonborough.com/index.php?page=boards_committees
Deborah A. Bargo,Lewistown,Pennsylvania,
Nick Vay,Lincoln,Pennsylvania,http://lincolnboro.tripod.com/
John L. Mark,Liverpool,Pennsylvania,http://www.liverpool.pa.net/govt.html
William D. Hart,Lykens,Pennsylvania,http://www.lykenspa.com/officials.htm
Randy Schlegel,Lyons,Pennsylvania,http://www.server724.com/lyons/index.htm
Thomas A. Bell,Mahaffey,Pennsylvania,
Gerard McGlone,Malvern,Pennsylvania,http://www.malvern.org/htms/counc01.html
Eric B. Phillips,Manheim,Pennsylvania,http://www.manheimtownship.org/index.aspx?nid=319
David Sturgess,Manor,Pennsylvania,http://www.manorborough.com/ManorPortal/Council/tabid/63/Default.aspx
Jeremy A. Berardinelli,Marianna,Pennsylvania,
Alexander J. Chelik,Mayfield,Pennsylvania,http://www.mayfieldborough.org/officials.html
Terry S. Bennett,McDonald,Pennsylvania,http://www.mcdonaldboro.com/
Weslee A. Clapper-Krepps,Mckean,Pennsylvania,
John Christopher Soff,Meadville,Pennsylvania,http://www.cityofmeadville.org/citycouncil.htm
Bob McMahon,Media,Pennsylvania,http://www.mediaborough.com/council/about-our-council
Ethel I. Kellerman,Milesburg,Pennsylvania,http://www.milesburgboro.com/officials-boards-and-commissions.html
Thomas S. Kramer,Millbourne,Pennsylvania,http://millbourneborough.org/Boroughofficials.html
John P. Antoline,Monaca,Pennsylvania,http://www.monacapa.net/index.asp?Type=B_BASIC&SEC={FA4C522E-C82D-4B71-9872-0B9D77CAC6E2}
Mary Jo Smith,Monessen,Pennsylvania,
John Dorin,Montoursville,Pennsylvania,http://www.montourpd.org/mayor.html
Maureen A. Piselli,Morton,Pennsylvania,
Timothy M. Allison,Mount Union,Pennsylvania,http://www.huntingdoncounty.net/MountUnion/Pages/MountUnionBoroughMayor.aspx
Raymond Bodnar,Munhall,Pennsylvania,http://www.munhallpa.us/mayor__council___staff
Thomas Lush,Myerstown,Pennsylvania,http://www.myerstownboro.org/council.html
Stephen Szymusiak,Nanty-Glo,Pennsylvania,
Joseph Taylor,New Milford,Pennsylvania,
Frances Tkach,New Philadelphia,Pennsylvania,
Grace Angotti,New Salem,Pennsylvania,http://newsalemborough.com/mayor.php
Nicholas W. DeSantis,New Stanton,Pennsylvania,
Mary M. Hetrick,Newport,Pennsylvania,http://www.newportboro.com/boro-office/borough-council
Lee I. Hall,North Charleroi,Pennsylvania,
Thomas Reenock,Northampton,Pennsylvania,http://www.northamptonboro.com/
George F. McCloskey,Norwood,Pennsylvania,http://norwood-borough.org/borough-government.html
Michele Petrini Avvisato,Old Forge,Pennsylvania,http://oldforgeborough.com/public/static/6
Austin Scandiber,Orwigsburg,Pennsylvania,http://www.orwigsburg.net/officials.html
Lewis Paul Cowher,Osceola Mills,Pennsylvania,http://aruathite.tripod.com/index-2.html
Geoffrey L. Henry,Oxford,Pennsylvania,http://www.themayorofoxford.com/Office_of_Mayor.php
Fred Carpenter,Palmyra,Pennsylvania,http://www.palmyraborough.org/index.php?option=com_content&view=article&id=53&Itemid=59
William McCall,Parker,Pennsylvania,http://www.parkercity.org/government.html
Ardele R. Gordon,Parkside,Pennsylvania,http://www.parksideboro.com/index.php?option=com_content&view=article&id=2&Itemid=7
Robert Winkler,Penndel,Pennsylvania,
Michael Nutter,Philadelphia,Pennsylvania,http://www.phila.gov/mayor/
Kimberly D. Brown-Zerbe,Pine Grove,Pennsylvania,http://www.pinegrovetownship.com/index.html
Luke Ravenstahl,Pittsburgh,Pennsylvania,http://www.city.pittsburgh.pa.us/mayor/
Bonnie Heath,Pottstown,Pennsylvania,http://www.pottstown.org/about_council.htm
John D. Reiley,Pottsville,Pennsylvania,http://www.ci.pottsville.pa.us/html/mayor.htm
