first_name,last_name,state,middle_name,country,continent,lang_primar,lang_secondary,lang_tertiary,lang_quaternary,search_engine,link,category
brian,scalabrine,chicago,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
mike,dunleavy,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
ben,gordon,detroit,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
ben,wallace,detroit,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
beno,udrih,sacramento,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
blake,griffin,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
boris,diaw,charlotte,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brad,miller,houston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brandon,bass,orlando,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brandon,jennings,milwaukee,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brandon,roy,portland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brandon,rush,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brendan,haywood,dallas,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brian,cardinal,dallas,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
avery,bradley,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
brian,cook,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
antonio,daniels,philadelphia,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
theo,ratliff,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
thaddeus,young,philadelphia,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
thabo,sefolosha,oklahoma,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
terrence,williams,houston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tayshaun,prince,detroit,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
taj,gibson,chicago,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
t.j.,ford,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
steve,nash,phoenix,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
steve,blake,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
stephen,jackson,charlotte,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
spencer,hawes,philadelphia,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
sonny,weems,toronto,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
solomon,jones,indiana,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
solomon,alabi,toronto,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
sherron,collins,charlotte,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
shawn,marion,dallas,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
shaun,livingston,charlotte,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
shaquille,o'neal,boston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
shannon,brown,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
shane,battier,memphis,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
serge,ibaka,oklahoma,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
semih,erden,cleveland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
sebastian,telfair,minnesota,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
sean,marks,portland,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
tony,allen,memphis,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
zach,randolph,memphis,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
zabian,dowdell,phoenix,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
yao,ming,houston,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
xavier,henry,memphis,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
wilson,chandler,denver,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
willie,warren,los angeles,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
will,bynum,detroit,nan,united states,america,en,nan,nan,nan,nan,nan,nba_players
