first_name,last_name,state,middle_name,country,continent,lang_primar,lang_secondary,lang_tertiary,lang_quaternary,search_engine,link,category
nicolas,batum,charlotte,,united states,america,en,,,,,,nba_players
nick,collison,oklahoma,,united states,america,en,,,,,,nba_players
nerlens,noel,dallas,,united states,america,en,,,,,,nba_players
nene,,houston,,united states,america,en,,,,,,nba_players
nikola,jokic,denver,,united states,america,en,,,,,,nba_players
semi,ojeleye,boston,,united states,america,en,,,,,,nba_players
serge,ibaka,toronto,,united states,america,en,,,,,,nba_players
shabazz,muhammad,milwaukee,,united states,america,en,,,,,,nba_players
vincent,hunter,memphis,,united states,america,en,,,,,,nba_players
vince,carter,sacramento,,united states,america,en,,,,,,nba_players
victor,oladipo,indiana,,united states,america,en,,,,,,nba_players
vander,blue,los angeles,,united states,america,en,,,,,,nba_players
udonis,haslem,miami,,united states,america,en,,,,,,nba_players
tyus,jones,minnesota,,united states,america,en,,,,,,nba_players
tyson,chandler,phoenix,,united states,america,en,,,,,,nba_players
tyrone,wallace,los angeles,,united states,america,en,,,,,,nba_players
wade,baldwin iv,portland,,united states,america,en,,,,,,nba_players
tyreke,evans,memphis,,united states,america,en,,,,,,nba_players
tyler,ulis,phoenix,,united states,america,en,,,,,,nba_players
tyler,lydon,denver,,united states,america,en,,,,,,nba_players
tyler,johnson,miami,,united states,america,en,,,,,,nba_players
tyler,ennis,los angeles,,united states,america,en,,,,,,nba_players
tyler,dorsey,atlanta,,united states,america,en,,,,,,nba_players
tyler,cavanaugh,atlanta,,united states,america,en,,,,,,nba_players
troy,daniels,phoenix,,united states,america,en,,,,,,nba_players
tyler,zeller,milwaukee,,united states,america,en,,,,,,nba_players
tristan,thompson,cleveland,,united states,america,en,,,,,,nba_players
wayne,selden,memphis,,united states,america,en,,,,,,nba_players
iman,shumpert,sacramento,,united states,america,en,,,,,,nba_players
zhou,qi,houston,,united states,america,en,,,,,,nba_players
zach,randolph,sacramento,,united states,america,en,,,,,,nba_players
zach,lavine,chicago,,united states,america,en,,,,,,nba_players
zach,collins,portland,,united states,america,en,,,,,,nba_players
yogi,ferrell,dallas,,united states,america,en,,,,,,nba_players
xavier,silas,boston,,united states,america,en,,,,,,nba_players
wayne,ellington,miami,,united states,america,en,,,,,,nba_players
wilson,chandler,denver,,united states,america,en,,,,,,nba_players
willy,hernangomez,charlotte,,united states,america,en,,,,,,nba_players
willie,reed,los angeles,,united states,america,en,,,,,,nba_players
willie,cauley-stein,sacramento,,united states,america,en,,,,,,nba_players
will,barton,denver,,united states,america,en,,,,,,nba_players
wesley,matthews,dallas,,united states,america,en,,,,,,nba_players
wesley,johnson,los angeles,,united states,america,en,,,,,,nba_players
wes,iwundu,orlando,,united states,america,en,,,,,,nba_players
xavier,munford,milwaukee,,united states,america,en,,,,,,nba_players
trey,mckinney-jones,indiana,,united states,america,en,,,,,,nba_players
trey,lyles,denver,,united states,america,en,,,,,,nba_players
tarik,black,houston,,united states,america,en,,,,,,nba_players
taj,gibson,minnesota,,united states,america,en,,,,,,nba_players
tj,leaf,indiana,,united states,america,en,,,,,,nba_players
t.j.,warren,phoenix,,united states,america,en,,,,,,nba_players
t.j.,mcconnell,philadelphia,,united states,america,en,,,,,,nba_players
steven,adams,oklahoma,,united states,america,en,,,,,,nba_players
sterling,brown,milwaukee,,united states,america,en,,,,,,nba_players
taurean,prince,atlanta,,united states,america,en,,,,,,nba_players
stanley,johnson,detroit,,united states,america,en,,,,,,nba_players
skal,labissiere,sacramento,,united states,america,en,,,,,,nba_players
sindarius,thornwell,los angeles,,united states,america,en,,,,,,nba_players
shelvin,mack,orlando,,united states,america,en,,,,,,nba_players
shaquille,harrison,phoenix,,united states,america,en,,,,,,nba_players
shane,larkin,boston,,united states,america,en,,,,,,nba_players
shabazz,napier,portland,,united states,america,en,,,,,,nba_players
spencer,dinwiddie, brooklyn,,united states,america,en,,,,,,nba_players
terrance,ferguson,oklahoma,,united states,america,en,,,,,,nba_players
terrence,ross,orlando,,united states,america,en,,,,,,nba_players
terry,rozier,boston,,united states,america,en,,,,,,nba_players
trevor,booker,indiana,,united states,america,en,,,,,,nba_players
trevor,ariza,houston,,united states,america,en,,,,,,nba_players
travis,wear,los angeles,,united states,america,en,,,,,,nba_players
torrey,craig,denver,,united states,america,en,,,,,,nba_players
tony,snell,milwaukee,,united states,america,en,,,,,,nba_players
tony,bradley,utah,,united states,america,en,,,,,,nba_players
tobias,harris,los angeles,,united states,america,en,,,,,,nba_players
timothe,luwawu-cabarrot,philadelphia,,united states,america,en,,,,,,nba_players
timofey,mozgov, brooklyn,,united states,america,en,,,,,,nba_players
tim,quarterman,houston,,united states,america,en,,,,,,nba_players
thon,maker,milwaukee,,united states,america,en,,,,,,nba_players
thomas,bryant,los angeles,,united states,america,en,,,,,,nba_players
thaddeus,young,indiana,,united states,america,en,,,,,,nba_players
thabo,sefolosha,utah,,united states,america,en,,,,,,nba_players
matthew,dellavedova,milwaukee,,united states,america,en,,,,,,nba_players
matt,williams jr.,miami,,united states,america,en,,,,,,nba_players
treveon,graham,charlotte,,united states,america,en,,,,,,nba_players
mason,plumlee,denver,,united states,america,en,,,,,,nba_players
joe,young,indiana,,united states,america,en,,,,,,nba_players
joe,johnson,houston,,united states,america,en,,,,,,nba_players
joe,ingles,utah,,united states,america,en,,,,,,nba_players
joe,harris, brooklyn,,united states,america,en,,,,,,nba_players
jimmy,butler,minnesota,,united states,america,en,,,,,,nba_players
jerryd,bayless,philadelphia,,united states,america,en,,,,,,nba_players
joel,bolomboy,utah,,united states,america,en,,,,,,nba_players
jerian,grant,chicago,,united states,america,en,,,,,,nba_players
jeremy,lamb,charlotte,,united states,america,en,,,,,,nba_players
jeremy,evans,atlanta,,united states,america,en,,,,,,nba_players
jerami,grant,oklahoma,,united states,america,en,,,,,,nba_players
jeff,withey,dallas,,united states,america,en,,,,,,nba_players
jeff,teague,minnesota,,united states,america,en,,,,,,nba_players
jeff,green,cleveland,,united states,america,en,,,,,,nba_players
jayson,tatum,boston,,united states,america,en,,,,,,nba_players
jaylen,morris,atlanta,,united states,america,en,,,,,,nba_players
jeremy,lin, brooklyn,,united states,america,en,,,,,,nba_players
jaylen,brown,boston,,united states,america,en,,,,,,nba_players
joel,embiid,philadelphia,,united states,america,en,,,,,,nba_players
john,collins,atlanta,,united states,america,en,,,,,,nba_players
josh,hart,los angeles,,united states,america,en,,,,,,nba_players
josh,gray,phoenix,,united states,america,en,,,,,,nba_players
jose,calderon,cleveland,,united states,america,en,,,,,,nba_players
jordan,mickey,miami,,united states,america,en,,,,,,nba_players
jordan,clarkson,cleveland,,united states,america,en,,,,,,nba_players
jonathon,simmons,orlando,,united states,america,en,,,,,,nba_players
jonathan,isaac,orlando,,united states,america,en,,,,,,nba_players
jonas,valanciunas,toronto,,united states,america,en,,,,,,nba_players
jonas,jerebko,utah,,united states,america,en,,,,,,nba_players
jon,leuer,detroit,,united states,america,en,,,,,,nba_players
johnny,o'bryant iii,charlotte,,united states,america,en,,,,,,nba_players
johnathan,motley,dallas,,united states,america,en,,,,,,nba_players
john,holland,cleveland,,united states,america,en,,,,,,nba_players
john,henson,milwaukee,,united states,america,en,,,,,,nba_players
jonathan,gibson,boston,,united states,america,en,,,,,,nba_players
josh,huestis,oklahoma,,united states,america,en,,,,,,nba_players
jawun,evans,los angeles,,united states,america,en,,,,,,nba_players
jacob,pullen,philadelphia,,united states,america,en,,,,,,nba_players
jack,cooley,sacramento,,united states,america,en,,,,,,nba_players
jabari,parker,milwaukee,,united states,america,en,,,,,,nba_players
jabari,bird,boston,,united states,america,en,,,,,,nba_players
jamychal,green,memphis,,united states,america,en,,,,,,nba_players
jakarr,sampson,sacramento,,united states,america,en,,,,,,nba_players
jr,smith,cleveland,,united states,america,en,,,,,,nba_players
jacob,wiley, brooklyn,,united states,america,en,,,,,,nba_players
jj,redick,philadelphia,,united states,america,en,,,,,,nba_players
ivica,zubac,los angeles,,united states,america,en,,,,,,nba_players
ivan,rabb,memphis,,united states,america,en,,,,,,nba_players
ish,smith,detroit,,united states,america,en,,,,,,nba_players
isaiah,whitehead, brooklyn,,united states,america,en,,,,,,nba_players
isaiah,thomas,los angeles,,united states,america,en,,,,,,nba_players
isaiah,taylor,atlanta,,united states,america,en,,,,,,nba_players
j.j.,barea,dallas,,united states,america,en,,,,,,nba_players
jason,terry,milwaukee,,united states,america,en,,,,,,nba_players
jae,crowder,utah,,united states,america,en,,,,,,nba_players
jake,layman,portland,,united states,america,en,,,,,,nba_players
jarrett,allen, brooklyn,,united states,america,en,,,,,,nba_players
jarell,martin,memphis,,united states,america,en,,,,,,nba_players
jarell,eddie,chicago,,united states,america,en,,,,,,nba_players
jared,dudley,phoenix,,united states,america,en,,,,,,nba_players
jamil,wilson,los angeles,,united states,america,en,,,,,,nba_players
james,young,philadelphia,,united states,america,en,,,,,,nba_players
james,webb iii, brooklyn,,united states,america,en,,,,,,nba_players
jahlil,okafor, brooklyn,,united states,america,en,,,,,,nba_players
james,michael mcadoo,philadelphia,,united states,america,en,,,,,,nba_players
james,harden,houston,,united states,america,en,,,,,,nba_players
james,ennis iii,detroit,,united states,america,en,,,,,,nba_players
jamel,artis,orlando,,united states,america,en,,,,,,nba_players
jameer,nelson,detroit,,united states,america,en,,,,,,nba_players
jameel,warney,dallas,,united states,america,en,,,,,,nba_players
jamal,murray,denver,,united states,america,en,,,,,,nba_players
jalen,jones,dallas,,united states,america,en,,,,,,nba_players
jakob,poeltl,toronto,,united states,america,en,,,,,,nba_players
james,johnson,miami,,united states,america,en,,,,,,nba_players
josh,jackson,phoenix,,united states,america,en,,,,,,nba_players
jamal,crawford,minnesota,,united states,america,en,,,,,,nba_players
josh,mcroberts,dallas,,united states,america,en,,,,,,nba_players
malcolm,brogdon,milwaukee,,united states,america,en,,,,,,nba_players
malachi,richardson,toronto,,united states,america,en,,,,,,nba_players
luol,deng,los angeles,,united states,america,en,,,,,,nba_players
luke,kennard,detroit,,united states,america,en,,,,,,nba_players
luke,babbitt,miami,,united states,america,en,,,,,,nba_players
luis,montero,detroit,,united states,america,en,,,,,,nba_players
lucas,nogueira,toronto,,united states,america,en,,,,,,nba_players
malcolm,delaney,atlanta,,united states,america,en,,,,,,nba_players
luc,mbah a moute,houston,,united states,america,en,,,,,,nba_players
lorenzo,brown,toronto,,united states,america,en,,,,,,nba_players
lonzo,ball,los angeles,,united states,america,en,,,,,,nba_players
lebron,james,cleveland,,united states,america,en,,,,,,nba_players
lauri,markkanen,chicago,,united states,america,en,,,,,,nba_players
larry,nance jr.,cleveland,,united states,america,en,,,,,,nba_players
langston,galloway,detroit,,united states,america,en,,,,,,nba_players
lou,williams,los angeles,,united states,america,en,,,,,,nba_players
malcolm,miller,toronto,,united states,america,en,,,,,,nba_players
malik,beasley,denver,,united states,america,en,,,,,,nba_players
malik,monk,charlotte,,united states,america,en,,,,,,nba_players
marshall,plumlee,milwaukee,,united states,america,en,,,,,,nba_players
marvin,williams,charlotte,,united states,america,en,,,,,,nba_players
josh,magette,atlanta,,united states,america,en,,,,,,nba_players
marreese,speights,orlando,,united states,america,en,,,,,,nba_players
marquis,teague,memphis,,united states,america,en,,,,,,nba_players
marquese,chriss,phoenix,,united states,america,en,,,,,,nba_players
markelle,fultz,philadelphia,,united states,america,en,,,,,,nba_players
markel,brown,houston,,united states,america,en,,,,,,nba_players
mario,chalmers,memphis,,united states,america,en,,,,,,nba_players
marcus,smart,boston,,united states,america,en,,,,,,nba_players
marcus,paige,charlotte,,united states,america,en,,,,,,nba_players
marcus,morris sr.,boston,,united states,america,en,,,,,,nba_players
marcus,georges-hunt,minnesota,,united states,america,en,,,,,,nba_players
marc,gasol,memphis,,united states,america,en,,,,,,nba_players
marshon,brooks,memphis,,united states,america,en,,,,,,nba_players
mangok,mathiang,charlotte,,united states,america,en,,,,,,nba_players
lance,stephenson,indiana,,united states,america,en,,,,,,nba_players
marco,belinelli,philadelphia,,united states,america,en,,,,,,nba_players
kyrie,irving,boston,,united states,america,en,,,,,,nba_players
kemba,walker,charlotte,,united states,america,en,,,,,,nba_players
kelly,olynyk,miami,,united states,america,en,,,,,,nba_players
kay,felder,detroit,,united states,america,en,,,,,,nba_players
karl-anthony,towns,minnesota,,united states,america,en,,,,,,nba_players
kadeem,allen,boston,,united states,america,en,,,,,,nba_players
jusuf,nurkic,portland,,united states,america,en,,,,,,nba_players
justise,winslow,miami,,united states,america,en,,,,,,nba_players
justin,patton,minnesota,,united states,america,en,,,,,,nba_players
justin,holiday,chicago,,united states,america,en,,,,,,nba_players
justin,anderson,philadelphia,,united states,america,en,,,,,,nba_players
julyan,stone,charlotte,,united states,america,en,,,,,,nba_players
julius,randle,los angeles,,united states,america,en,,,,,,nba_players
juancho,hernangomez,denver,,united states,america,en,,,,,,nba_players
josh,richardson,miami,,united states,america,en,,,,,,nba_players
kendrick,perkins,cleveland,,united states,america,en,,,,,,nba_players
kenneth,faried,denver,,united states,america,en,,,,,,nba_players
justin,jackson,sacramento,,united states,america,en,,,,,,nba_players
kentavious,caldwell-pope,los angeles,,united states,america,en,,,,,,nba_players
kyle,lowry,toronto,,united states,america,en,,,,,,nba_players
kent,bazemore,atlanta,,united states,america,en,,,,,,nba_players
kyle,singler,oklahoma,,united states,america,en,,,,,,nba_players
kyle,kuzma,los angeles,,united states,america,en,,,,,,nba_players
kyle,korver,cleveland,,united states,america,en,,,,,,nba_players
kris,dunn,chicago,,united states,america,en,,,,,,nba_players
kyle,collinsworth,dallas,,united states,america,en,,,,,,nba_players
kobi,simmons,memphis,,united states,america,en,,,,,,nba_players
khris,middleton,milwaukee,,united states,america,en,,,,,,nba_players
khem,birch,orlando,,united states,america,en,,,,,,nba_players
kosta,koufos,sacramento,,united states,america,en,,,,,,nba_players
kevin,love,cleveland,,united states,america,en,,,,,,nba_players
isaiah,briscoe,orlando,,united states,america,en,,,,,,nba_players
goran,dragic,miami,,united states,america,en,,,,,,nba_players
glenn,robinson iii,detroit,,united states,america,en,,,,,,nba_players
gerald,green,houston,,united states,america,en,,,,,,nba_players
georges,niang,utah,,united states,america,en,,,,,,nba_players
george,king,phoenix,,united states,america,en,,,,,,nba_players
gary,trent jr.,portland,,united states,america,en,,,,,,nba_players
gordon,hayward,boston,,united states,america,en,,,,,,nba_players
george,hill,milwaukee,,united states,america,en,,,,,,nba_players
giannis,antetokounmpo,milwaukee,,united states,america,en,,,,,,nba_players
gorgui,dieng,minnesota,,united states,america,en,,,,,,nba_players
haywood,highsmith,philadelphia,,united states,america,en,,,,,,nba_players
greg,monroe,philadelphia,,united states,america,en,,,,,,nba_players
guerschon,yabusele,boston,,united states,america,en,,,,,,nba_players
hamidou,diallo,oklahoma,,united states,america,en,,,,,,nba_players
harrison,barnes,sacramento,,united states,america,en,,,,,,nba_players
harry,giles iii,sacramento,,united states,america,en,,,,,,nba_players
hassan,whiteside,miami,,united states,america,en,,,,,,nba_players
ike,anigbogu,indiana,,united states,america,en,,,,,,nba_players
iman,shumpert,houston,,united states,america,en,,,,,,nba_players
gary,harris,denver,,united states,america,en,,,,,,nba_players
isaac,bonga,los angeles,,united states,america,en,,,,,,nba_players
isaac,humphries,atlanta,,united states,america,en,,,,,,nba_players
grayson,allen,utah,,united states,america,en,,,,,,nba_players
gary,clark,houston,,united states,america,en,,,,,,nba_players
ekpe,udoh,utah,,united states,america,en,,,,,,nba_players
furkan,korkmaz,philadelphia,,united states,america,en,,,,,,nba_players
isaiah,canaan,milwaukee,,united states,america,en,,,,,,nba_players
duncan,robinson,miami,,united states,america,en,,,,,,nba_players
dusty,hannahs,memphis,,united states,america,en,,,,,,nba_players
dwayne,bacon,charlotte,,united states,america,en,,,,,,nba_players
dwight,powell,dallas,,united states,america,en,,,,,,nba_players
dwyane,wade,miami,,united states,america,en,,,,,,nba_players
dzanan,musa, brooklyn,,united states,america,en,,,,,,nba_players
ed,davis, brooklyn,,united states,america,en,,,,,,nba_players
edmond,sumner,indiana,,united states,america,en,,,,,,nba_players
elie,okobo,phoenix,,united states,america,en,,,,,,nba_players
emanuel,terry,miami,,united states,america,en,,,,,,nba_players
enes,kanter,portland,,united states,america,en,,,,,,nba_players
eric,bledsoe,milwaukee,,united states,america,en,,,,,,nba_players
eric,gordon,houston,,united states,america,en,,,,,,nba_players
eric,moreland,toronto,,united states,america,en,,,,,,nba_players
ersan,ilyasova,milwaukee,,united states,america,en,,,,,,nba_players
evan,fournier,orlando,,united states,america,en,,,,,,nba_players
evan,turner,portland,,united states,america,en,,,,,,nba_players
frank,kaminsky,charlotte,,united states,america,en,,,,,,nba_players
frank,mason,sacramento,,united states,america,en,,,,,,nba_players
fred,vanvleet,toronto,,united states,america,en,,,,,,nba_players
garrett,temple,los angeles,,united states,america,en,,,,,,nba_players
isaiah,hartenstein,houston,,united states,america,en,,,,,,nba_players
jemerrio,jones,los angeles,,united states,america,en,,,,,,nba_players
isaiah,thomas,denver,,united states,america,en,,,,,,nba_players
jaylen,adams,atlanta,,united states,america,en,,,,,,nba_players
jaylen,brown,boston,,united states,america,en,,,,,,nba_players
jaylen,morris,milwaukee,,united states,america,en,,,,,,nba_players
jayson,tatum,boston,,united states,america,en,,,,,,nba_players
jeff,teague,minnesota,,united states,america,en,,,,,,nba_players
jerami,grant,oklahoma,,united states,america,en,,,,,,nba_players
jeremy,lamb,charlotte,,united states,america,en,,,,,,nba_players
jeremy,lin,toronto,,united states,america,en,,,,,,nba_players
jerian,grant,orlando,,united states,america,en,,,,,,nba_players
jerome,robinson,los angeles,,united states,america,en,,,,,,nba_players
jerryd,bayless,minnesota,,united states,america,en,,,,,,nba_players
jevon,carter,memphis,,united states,america,en,,,,,,nba_players
jimmer,fredette,phoenix,,united states,america,en,,,,,,nba_players
jimmy,butler,philadelphia,,united states,america,en,,,,,,nba_players
joakim,noah,memphis,,united states,america,en,,,,,,nba_players
jodie,meeks,toronto,,united states,america,en,,,,,,nba_players
joe,chealey,charlotte,,united states,america,en,,,,,,nba_players
joe,harris, brooklyn,,united states,america,en,,,,,,nba_players
joe,ingles,utah,,united states,america,en,,,,,,nba_players
joel,embiid,philadelphia,,united states,america,en,,,,,,nba_players
john,collins,atlanta,,united states,america,en,,,,,,nba_players
john,henson,cleveland,,united states,america,en,,,,,,nba_players
john,holland,cleveland,,united states,america,en,,,,,,nba_players
johnathan,motley,los angeles,,united states,america,en,,,,,,nba_players
dragan,bender,phoenix,,united states,america,en,,,,,,nba_players
johnathan,williams,los angeles,,united states,america,en,,,,,,nba_players
jawun,evans,oklahoma,,united states,america,en,,,,,,nba_players
jarred,vanderbilt,denver,,united states,america,en,,,,,,nba_players
ish,smith,detroit,,united states,america,en,,,,,,nba_players
ivan,rabb,memphis,,united states,america,en,,,,,,nba_players
ivica,zubac,los angeles,,united states,america,en,,,,,,nba_players
j.j.,barea,dallas,,united states,america,en,,,,,,nba_players
j.p.,macura,charlotte,,united states,america,en,,,,,,nba_players
jj,redick,philadelphia,,united states,america,en,,,,,,nba_players
jr,smith,cleveland,,united states,america,en,,,,,,nba_players
jakarr,sampson,chicago,,united states,america,en,,,,,,nba_players
jamychal,green,los angeles,,united states,america,en,,,,,,nba_players
javale,mcgee,los angeles,,united states,america,en,,,,,,nba_players
jae,crowder,utah,,united states,america,en,,,,,,nba_players
jake,layman,portland,,united states,america,en,,,,,,nba_players
jalen,brunson,dallas,,united states,america,en,,,,,,nba_players
jalen,jones,cleveland,,united states,america,en,,,,,,nba_players
jamal,crawford,phoenix,,united states,america,en,,,,,,nba_players
jamal,murray,denver,,united states,america,en,,,,,,nba_players
james,ennis iii,philadelphia,,united states,america,en,,,,,,nba_players
james,harden,houston,,united states,america,en,,,,,,nba_players
james,johnson,miami,,united states,america,en,,,,,,nba_players
james,nunnally,houston,,united states,america,en,,,,,,nba_players
jared,dudley, brooklyn,,united states,america,en,,,,,,nba_players
jared,terrell,minnesota,,united states,america,en,,,,,,nba_players
jarell,martin,orlando,,united states,america,en,,,,,,nba_players
jaren,jackson jr.,memphis,,united states,america,en,,,,,,nba_players
jaron,blossomgame,cleveland,,united states,america,en,,,,,,nba_players
jarrett,allen, brooklyn,,united states,america,en,,,,,,nba_players
doug,mcdermott,indiana,,united states,america,en,,,,,,nba_players
bruce,brown,detroit,,united states,america,en,,,,,,nba_players
donte,grantham,oklahoma,,united states,america,en,,,,,,nba_players
bogdan,bogdanovic,sacramento,,united states,america,en,,,,,,nba_players
bojan,bogdanovic,indiana,,united states,america,en,,,,,,nba_players
bonzie,colson,milwaukee,,united states,america,en,,,,,,nba_players
brad,wanamaker,boston,,united states,america,en,,,,,,nba_players
brandon,goodwin,denver,,united states,america,en,,,,,,nba_players
brandon,ingram,los angeles,,united states,america,en,,,,,,nba_players
brandon,knight,cleveland,,united states,america,en,,,,,,nba_players
brandon,sampson,chicago,,united states,america,en,,,,,,nba_players
brook,lopez,milwaukee,,united states,america,en,,,,,,nba_players
bruno,caboclo,memphis,,united states,america,en,,,,,,nba_players
buddy,hield,sacramento,,united states,america,en,,,,,,nba_players
c.j.,williams,minnesota,,united states,america,en,,,,,,nba_players
cj,miles,memphis,,united states,america,en,,,,,,nba_players
caleb,swanigan,sacramento,,united states,america,en,,,,,,nba_players
cameron,payne,cleveland,,united states,america,en,,,,,,nba_players
cameron,reynolds,minnesota,,united states,america,en,,,,,,nba_players
caris,levert, brooklyn,,united states,america,en,,,,,,nba_players
carmelo,anthony,houston,,united states,america,en,,,,,,nba_players
cedi,osman,cleveland,,united states,america,en,,,,,,nba_players
chandler,hutchison,chicago,,united states,america,en,,,,,,nba_players
chandler,parsons,memphis,,united states,america,en,,,,,,nba_players
channing,frye,cleveland,,united states,america,en,,,,,,nba_players
cj,mccollum,portland,,united states,america,en,,,,,,nba_players
boban,marjanovic,philadelphia,,united states,america,en,,,,,,nba_players
blake,griffin,detroit,,united states,america,en,,,,,,nba_players
bismack,biyombo,charlotte,,united states,america,en,,,,,,nba_players
jon,leuer,detroit,,united states,america,en,,,,,,nba_players
alex,len,atlanta,,united states,america,en,,,,,,nba_players
alex,poythress,atlanta,,united states,america,en,,,,,,nba_players
alize,johnson,indiana,,united states,america,en,,,,,,nba_players
allen,crabbe, brooklyn,,united states,america,en,,,,,,nba_players
amile,jefferson,orlando,,united states,america,en,,,,,,nba_players
amir,johnson,philadelphia,,united states,america,en,,,,,,nba_players
andre,drummond,detroit,,united states,america,en,,,,,,nba_players
andre,ingram,los angeles,,united states,america,en,,,,,,nba_players
andrew,wiggins,minnesota,,united states,america,en,,,,,,nba_players
anfernee,simons,portland,,united states,america,en,,,,,,nba_players
angel,delgado,los angeles,,united states,america,en,,,,,,nba_players
ante,zizic,cleveland,,united states,america,en,,,,,,nba_players
anthony,tolliver,minnesota,,united states,america,en,,,,,,nba_players
antonio,blakeney,chicago,,united states,america,en,,,,,,nba_players
aron,baynes,boston,,united states,america,en,,,,,,nba_players
austin,rivers,houston,,united states,america,en,,,,,,nba_players
avery,bradley,memphis,,united states,america,en,,,,,,nba_players
bj,johnson,sacramento,,united states,america,en,,,,,,nba_players
bam,adebayo,miami,,united states,america,en,,,,,,nba_players
ben,mclemore,sacramento,,united states,america,en,,,,,,nba_players
ben,simmons,philadelphia,,united states,america,en,,,,,,nba_players
chris,boucher,toronto,,united states,america,en,,,,,,nba_players
chris,chiozza,houston,,united states,america,en,,,,,,nba_players
chris,paul,houston,,united states,america,en,,,,,,nba_players
deandre',bembry,atlanta,,united states,america,en,,,,,,nba_players
demarre,carroll, brooklyn,,united states,america,en,,,,,,nba_players
devaughn,akoon-purcell,denver,,united states,america,en,,,,,,nba_players
deandre,ayton,phoenix,,united states,america,en,,,,,,nba_players
delon,wright,memphis,,united states,america,en,,,,,,nba_players
demetrius,jackson,philadelphia,,united states,america,en,,,,,,nba_players
deng,adel,cleveland,,united states,america,en,,,,,,nba_players
dennis,schroder,oklahoma,,united states,america,en,,,,,,nba_players
deonte,burton,oklahoma,,united states,america,en,,,,,,nba_players
derrick,favors,utah,,united states,america,en,,,,,,nba_players
derrick,jones jr.,miami,,united states,america,en,,,,,,nba_players
derrick,rose,minnesota,,united states,america,en,,,,,,nba_players
devin,booker,phoenix,,united states,america,en,,,,,,nba_players
devin,harris,dallas,,united states,america,en,,,,,,nba_players
devonte',graham,charlotte,,united states,america,en,,,,,,nba_players
dewayne,dedmon,atlanta,,united states,america,en,,,,,,nba_players
deyonta,davis,atlanta,,united states,america,en,,,,,,nba_players
dillon,brooks,memphis,,united states,america,en,,,,,,nba_players
dion,waiters,miami,,united states,america,en,,,,,,nba_players
dirk,nowitzki,dallas,,united states,america,en,,,,,,nba_players
domantas,sabonis,indiana,,united states,america,en,,,,,,nba_players
donovan,mitchell,utah,,united states,america,en,,,,,,nba_players
donte,divincenzo,milwaukee,,united states,america,en,,,,,,nba_players
dorian,finney-smith,dallas,,united states,america,en,,,,,,nba_players
de'anthony,melton,phoenix,,united states,america,en,,,,,,nba_players
davon,reed,indiana,,united states,america,en,,,,,,nba_players
clint,capela,houston,,united states,america,en,,,,,,nba_players
cody,zeller,charlotte,,united states,america,en,,,,,,nba_players
collin,sexton,cleveland,,united states,america,en,,,,,,nba_players
corey,brewer,sacramento,,united states,america,en,,,,,,nba_players
cory,joseph,indiana,,united states,america,en,,,,,,nba_players
courtney,lee,dallas,,united states,america,en,,,,,,nba_players
cristiano,felicio,chicago,,united states,america,en,,,,,,nba_players
d'angelo,russell, brooklyn,,united states,america,en,,,,,,nba_players
d.j.,augustin,orlando,,united states,america,en,,,,,,nba_players
d.j.,wilson,milwaukee,,united states,america,en,,,,,,nba_players
dj,stephens,memphis,,united states,america,en,,,,,,nba_players
damian,lillard,portland,,united states,america,en,,,,,,nba_players
daniel,hamilton,atlanta,,united states,america,en,,,,,,nba_players
daniel,theis,boston,,united states,america,en,,,,,,nba_players
danilo,gallinari,los angeles,,united states,america,en,,,,,,nba_players
danny,green,toronto,,united states,america,en,,,,,,nba_players
dante,exum,utah,,united states,america,en,,,,,,nba_players
danuel,house jr.,houston,,united states,america,en,,,,,,nba_players
dario,saric,minnesota,,united states,america,en,,,,,,nba_players
darren,collison,indiana,,united states,america,en,,,,,,nba_players
daryl,macon,dallas,,united states,america,en,,,,,,nba_players
david,nwaba,cleveland,,united states,america,en,,,,,,nba_players
de'aaron,fox,sacramento,,united states,america,en,,,,,,nba_players
jonah,bolden,philadelphia,,united states,america,en,,,,,,nba_players
seth,curry,portland,,united states,america,en,,,,,,nba_players
jonas,valanciunas,memphis,,united states,america,en,,,,,,nba_players
ryan,anderson,miami,,united states,america,en,,,,,,nba_players
ryan,arcidiacono,chicago,,united states,america,en,,,,,,nba_players
ryan,broekhoff,dallas,,united states,america,en,,,,,,nba_players
salah,mejri,dallas,,united states,america,en,,,,,,nba_players
scott,machado,los angeles,,united states,america,en,,,,,,nba_players
semi,ojeleye,boston,,united states,america,en,,,,,,nba_players
serge,ibaka,toronto,,united states,america,en,,,,,,nba_players
alex,caruso,los angeles,,united states,america,en,,,,,,nba_players
shabazz,napier, brooklyn,,united states,america,en,,,,,,nba_players
shai,gilgeous-alexander,los angeles,,united states,america,en,,,,,,nba_players
shake,milton,philadelphia,,united states,america,en,,,,,,nba_players
shaquille,harrison,chicago,,united states,america,en,,,,,,nba_players
russell,westbrook,oklahoma,,united states,america,en,,,,,,nba_players
sindarius,thornwell,los angeles,,united states,america,en,,,,,,nba_players
skal,labissiere,portland,,united states,america,en,,,,,,nba_players
spencer,dinwiddie, brooklyn,,united states,america,en,,,,,,nba_players
sterling,brown,milwaukee,,united states,america,en,,,,,,nba_players
steven,adams,oklahoma,,united states,america,en,,,,,,nba_players
svi,mykhailiuk,detroit,,united states,america,en,,,,,,nba_players
