first_name,last_name,state
ramon,sessions,milwaukee
rajon,rondo,boston
quincy,pondexter,memphis
quincy,miller,denver
quincy,acy,sacramento
phil,pressey,boston
peyton,siva,detroit
perry,jones iii,oklahoma
pero,antic,atlanta
paul,pierce, brooklyn
paul,millsap,atlanta
pau,gasol,los angeles
solomon,jones,orlando
al,jefferson,charlotte
andre,roberson,oklahoma
zaza,pachulia,milwaukee
zach,randolph,memphis
xavier,henry,los angeles
wilson,chandler,denver
willie,green,los angeles
will,bynum,detroit
will,barton,portland
wesley,matthews,portland
wesley,johnson,los angeles
wayne,ellington,dallas
vitor,faverani,boston
vince,carter,dallas
victor,oladipo,orlando
victor,claver,portland
andre,drummond,detroit
anderson,varejao,cleveland
aj,price,minnesota
aaron,brooks,denver
aaron,gray,sacramento
adonis,thomas,philadelphia
al,horford,atlanta
nick,calathes,memphis
alan,anderson, brooklyn
alec,burks,utah
alex,len,phoenix
alexey,shved,minnesota
allen,crabbe,portland
alonzo,gee,cleveland
amir,johnson,toronto
andray,blatche, brooklyn
spencer,hawes,cleveland
viacheslav,kravtsov,phoenix
udonis,haslem,miami
tobias,harris,orlando
timofey,mozgov,denver
thomas,robinson,portland
thaddeus,young,philadelphia
thabo,sefolosha,oklahoma
terrence,ross,toronto
terrence,jones,houston
tayshaun,prince,memphis
taj,gibson,chicago
steven,adams,oklahoma
steve,novak,toronto
andrei,kirilenko, brooklyn
stephen,jackson,los angeles
toney,douglas,miami
vander,blue,boston
tony,allen,memphis
tony,mitchell,detroit
tyshawn,taylor, brooklyn
tyler,zeller,cleveland
tyler,hansbrough,toronto
ty,lawson,denver
troy,daniels,houston
tristan,thompson,cleveland
trey,burke,utah
travis,outlaw,sacramento
tornike,shengelia,chicago
tony,wroten,philadelphia
tony,snell,chicago
tony,mitchell,milwaukee
steve,nash,los angeles
nazr,mohammed,chicago
darius,johnson-odom,philadelphia
dante,cunningham,minnesota
danny,granger,los angeles
daniel,orton,philadelphia
damian,lillard,portland
dj,white,charlotte
dj,stephens,milwaukee
d.j.,augustin,chicago
courtney,lee,memphis
corey,brewer,minnesota
darius,morris,memphis
darrell,arthur,denver
darren,collison,los angeles
dexter,pittman,atlanta
dewayne,dedmon,orlando
devin,harris,dallas
derrick,williams,sacramento
derrick,rose,chicago
derrick,favors,utah
deron,williams, brooklyn
cody,zeller,charlotte
derek,fisher,oklahoma
demarre,carroll,atlanta
demarcus,cousins,sacramento
demar,derozan,toronto
dejuan,blair,dallas
deandre,liggins,miami
deandre,jordan,los angeles
david,west,indiana
dennis,schroder,atlanta
chuck,hayes,toronto
chris,wright,milwaukee
carl,landry,sacramento
cj,miles,cleveland
cj,mccollum,portland
c.j.,watson,indiana
byron,mullens,philadelphia
brook,lopez, brooklyn
carlos,boozer,chicago
brandon,rush,utah
brandon,jennings,detroit
brandon,davies,philadelphia
brandon,bass,boston
brandan,wright,dallas
blake,griffin,los angeles
brandon,knight,milwaukee
diante,garrett,utah
carrick,felix,cleveland
chris,paul,los angeles
chris,kaman,los angeles
chris,johnson,boston
chris,douglas-roberts,charlotte
chris,copeland,indiana
chris,bosh,miami
caron,butler,oklahoma
chris,babb,boston
chauncey,billups,detroit
chase,budinger,minnesota
charlie,villanueva,detroit
channing,frye,phoenix
chandler,parsons,houston
casper,ware,philadelphia
cartier,martin,atlanta
chris,andersen,miami
bismack,biyombo,charlotte
dionte,christmas,phoenix
donald,sloan,indiana
ian,clark,utah
hollis,thompson,philadelphia
henry,sims,philadelphia
hedo,turkoglu,los angeles
hasheem,thabeet,oklahoma
hamady,ndiaye,sacramento
gustavo,ayon,atlanta
greivis,vasquez,toronto
greg,smith,houston
greg,oden,miami
greg,monroe,detroit
ian,mahinmi,indiana
isaiah,canaan,houston
isaiah,thomas,sacramento
james,nunnally,philadelphia
james,jones,miami
james,johnson,memphis
james,harden,houston
james,anderson,philadelphia
jameer,nelson,orlando
jamal,crawford,los angeles
gorgui,dieng,minnesota
jamaal,tinsley,utah
jae,crowder,dallas
javale,mcgee,denver
jj,redick,los angeles
jj,hickson,denver
j.j.,barea,minnesota
ish,smith,phoenix
jamaal,franklin,memphis
gordon,hayward,utah
goran,dragic,phoenix
elliot,williams,philadelphia
elias,harris,los angeles
ekpe,udoh,milwaukee
ed,davis,memphis
earl,watson,portland
e'twaun,moore,orlando
elton,brand,atlanta
dwyane,wade,miami
dwight,buycks,toronto
doron,lamb,orlando
dorell,wright,portland
donatas,motiejunas,houston
dwight,howard,houston
dirk,nowitzki,dallas
enes,kanter,utah
glen,davis,los angeles
gigi,datome,detroit
giannis,antetokounmpo,milwaukee
gerald,wallace,boston
gerald,henderson,charlotte
gerald,green,phoenix
george,hill,indiana
eric,bledsoe,phoenix
gary,neal,charlotte
gal,mekel,dallas
francisco,garcia,houston
evan,turner,indiana
evan,fournier,denver
ersan,ilyasova,milwaukee
erik,murphy,chicago
eric,maynor,philadelphia
bernard,james,dallas
dion,waiters,cleveland
ben,mclemore,sacramento
landry,fields,toronto
larry,sanders,milwaukee
lavoy,allen,indiana
lebron,james,miami
leandro,barbosa,phoenix
lorenzo,brown,philadelphia
lou,amundson,chicago
lou,williams,atlanta
luke,ridnour,charlotte
luol,deng,cleveland
maalik,wayns,los angeles
malcolm,thomas,utah
manny,harris,los angeles
luc,mbah a moute,minnesota
marshon,brooks,los angeles
lance,stephenson,indiana
kyrie,irving,cleveland
kevin,durant,oklahoma
kevin,garnett, brooklyn
kevin,love,minnesota
kevin,martin,minnesota
khris,middleton,milwaukee
lamarcus,aldridge,portland
kirk,hinrich,chicago
kobe,bryant,los angeles
kosta,koufos,memphis
kris,humphries,boston
kyle,korver,atlanta
kyle,lowry,toronto
kyle,o'quinn,orlando
kyle,singler,detroit
kentavious,caldwell-pope,detroit
marc,gasol,memphis
beno,udrih,memphis
mike,muscala,atlanta
mike,miller,memphis
mike,james,chicago
mike,harris,utah
mike,dunleavy,chicago
mike,conley,memphis
mike,scott,atlanta
michael,kidd-gilchrist,charlotte
michael,beasley,miami
meyers,leonard,portland
maurice,harkless,orlando
matthew,dellavedova,cleveland
michael,carter-williams,philadelphia
miles,plumlee,phoenix
mirza,teletovic, brooklyn
marcus,morris,phoenix
marcus,thornton, brooklyn
mario,chalmers,miami
markieff,morris,phoenix
marquis,teague, brooklyn
miroslav,raduljica,milwaukee
marvin,williams,utah
matt,barnes,los angeles
nate,wolters,milwaukee
nate,robinson,denver
nando,de colo,toronto
mustafa,shakur,oklahoma
monta,ellis,dallas
mo,williams,portland
mason,plumlee, brooklyn
kent,bazemore,los angeles
luis,scola,indiana
kenneth,faried,denver
jared,dudley,los angeles
jared,sullinger,boston
jarvis,varnado,philadelphia
jason,collins, brooklyn
jason,maxiell,orlando
jason,terry, brooklyn
jared,cunningham,sacramento
jason,thompson,sacramento
jeff,green,boston
jeff,teague,atlanta
jeffery,taylor,charlotte
jeremy,evans,utah
jeremy,lamb,oklahoma
jeff,adrien,milwaukee
jeremy,lin,houston
jannero,pargo,charlotte
andrew,nicholson,orlando
ben,gordon,charlotte
avery,bradley,boston
arron,afflalo,orlando
arnett,moultrie,philadelphia
jan,vesely,denver
arinze,onuaku,cleveland
anthony,tolliver,charlotte
anthony,randolph,denver
anthony,bennett,cleveland
antawn,jamison,los angeles
andris,biedrins,utah
archie,goodwin,phoenix
jarrett,jack,cleveland
jerryd,bayless,boston
jon,leuer,memphis
jonas,jerebko,detroit
jonas,valanciunas,toronto
jordan,farmar,los angeles
jordan,hamilton,houston
jordan,hill,los angeles
jorge,gutierrez, brooklyn
jose,calderon,dallas
josh,harrellson,detroit
josh,mcroberts,charlotte
josh,powell,houston
josh,smith,detroit
julyan,stone,toronto
justin,hamilton,miami
keith,bogans,boston
kelly,olynyk,boston
kendall,marshall,los angeles
kendrick,perkins,oklahoma
john,salmons,toronto
kemba,walker,charlotte
joel,anthony,boston
joakim,noah,chicago
jimmy,butler,chicago
joel,freeland,portland
john,henson,milwaukee
john,jenkins,atlanta
john,lucas iii,utah
joe,johnson, brooklyn
jimmer,fredette,chicago
jodie,meeks,los angeles
deron,williams, brooklyn
derrick,rose,chicago
demarre,carroll,atlanta
demarcus,cousins,sacramento
demar,derozan,toronto
derrick,williams,sacramento
devin,harris,dallas
devyn,marble,orlando
dewayne,dedmon,orlando
dion,waiters,oklahoma
dirk,nowitzki,dallas
derrick,favors,utah
dennis,schroder,atlanta
zaza,pachulia,milwaukee
danilo,gallinari,denver
danny,granger,phoenix
dante,exum,utah
donald,sloan,indiana
darius,morris, brooklyn
darren,collison,sacramento
david,stockton,sacramento
david,wear,sacramento
david,west,indiana
deandre,jordan,los angeles
darrell,arthur,denver
donatas,motiejunas,houston
drew,gordon,philadelphia
doug,mcdermott,chicago
zach,randolph,memphis
zach,lavine,minnesota
victor,claver,portland
xavier,henry,los angeles
wilson,chandler,denver
willie,green,orlando
will,cherry,toronto
will,barton,denver
wesley,matthews,portland
wesley,johnson,los angeles
wayne,ellington,los angeles
vince,carter,memphis
victor,oladipo,orlando
dorell,wright,portland
damjan,rudez,indiana
elijah,millsap,utah
elfrid,payton,orlando
ekpe,udoh,los angeles
ed,davis,los angeles
earl,clark, brooklyn
earl,barron,phoenix
e'twaun,moore,chicago
dwyane,wade,miami
dwight,powell,dallas
dwight,howard,houston
dwight,buycks,los angeles
zoran,dragic,miami
elliot,williams,philadelphia
damian,lillard,portland
d.j.,augustin,oklahoma
andre,roberson,oklahoma
andrei,kirilenko, brooklyn
andrew,nicholson,orlando
andrew,wiggins,minnesota
anthony,bennett,minnesota
anthony,morrow,oklahoma
anthony,tolliver,detroit
archie,goodwin,phoenix
arinze,onuaku,minnesota
arron,afflalo,portland
austin,daye,atlanta
austin,rivers,los angeles
avery,bradley,boston
ben,gordon,orlando
ben,mclemore,sacramento
beno,udrih,memphis
andre,miller,sacramento
bernard,james,dallas
andre,dawkins,miami
vander,blue,los angeles
aj,price,cleveland
aaron,brooks,chicago
aaron,gordon,orlando
adreian,payne,minnesota
al,horford,atlanta
al,jefferson,charlotte
al-farouq,aminu,dallas
alan,anderson, brooklyn
alec,burks,utah
alex,kirk,cleveland
alex,len,phoenix
allen,crabbe,portland
alonzo,gee,portland
amar'e,stoudemire,dallas
amir,johnson,toronto
anderson,varejao,cleveland
andre,drummond,detroit
bismack,biyombo,charlotte
blake,griffin,los angeles
bojan,bogdanovic, brooklyn
channing,frye,orlando
charlie,villanueva,dallas
chase,budinger,minnesota
chris,andersen,miami
chris,bosh,miami
chris,copeland,indiana
chris,douglas-roberts,los angeles
chris,johnson,utah
chris,kaman,portland
chris,paul,los angeles
chuck,hayes,toronto
clint,capela,houston
cody,zeller,charlotte
corey,brewer,houston
cory,jefferson, brooklyn
courtney,lee,memphis
chandler,parsons,dallas
cartier,martin,detroit
caron,butler,detroit
brandan,wright,phoenix
brandon,bass,boston
brandon,davies,philadelphia
brandon,jennings,detroit
brandon,knight,phoenix
brendan,haywood,cleveland
dahntay,jones,los angeles
brian,roberts,charlotte
bruno,caboclo,toronto
bryce,cotton,utah
c.j.,watson,indiana
cj,mccollum,portland
cj,miles,indiana
cj,wilcox,los angeles
cameron,bairstow,chicago
carl,landry,sacramento
carlos,boozer,los angeles
brook,lopez, brooklyn
udonis,haslem,miami
rodney,stuckey,indiana
tyrus,thomas,memphis
johnny,o'bryant iii,milwaukee
jon,leuer,memphis
jonas,jerebko,boston
jonas,valanciunas,toronto
jordan,adams,memphis
jordan,clarkson,los angeles
jordan,farmar,los angeles
jordan,hamilton,los angeles
jorge,gutierrez,milwaukee
josh,mcroberts,miami
josh,smith,houston
julius,randle,los angeles
justin,hamilton,minnesota
jordan,hill,los angeles
john,lucas iii,detroit
john,jenkins,atlanta
john,henson,milwaukee
jeremy,evans,utah
jeremy,lamb,oklahoma
jeremy,lin,los angeles
jerome,jordan, brooklyn
jerrelle,benimon,denver
jerryd,bayless,milwaukee
jimmy,butler,chicago
joakim,noah,chicago
jodie,meeks,detroit
joe,harris,cleveland
joe,ingles,utah
joe,johnson, brooklyn
joel,anthony,detroit
joel,freeland,portland
joey,dorsey,houston
joffrey,lauvergne,denver
jusuf,nurkic,denver
kj,mcdaniels,houston
kalin,lucas,memphis
kyle,korver,atlanta
kyle,lowry,toronto
kyle,o'quinn,orlando
kyle,singler,oklahoma
kyrie,irving,cleveland
lamarcus,aldridge,portland
lance,stephenson,charlotte
landry,fields,toronto
larry,drew ii,philadelphia
larry,sanders,milwaukee
lavoy,allen,indiana
lebron,james,cleveland
lester,hudson,los angeles
jerel,mcneal,phoenix
kostas,papanikolaou,houston
kobe,bryant,los angeles
kelly,olynyk,boston
kemba,walker,charlotte
kendall,marshall,milwaukee
kendrick,perkins,cleveland
kenneth,faried,denver
kent,bazemore,atlanta
kentavious,caldwell-pope,detroit
kenyon,martin,milwaukee
kevin,durant,oklahoma
kevin,garnett,minnesota
kevin,love,cleveland
kevin,martin,minnesota
khris,middleton,milwaukee
kirk,hinrich,chicago
kosta,koufos,memphis
jerami,grant,philadelphia
jeffery,taylor,charlotte
gigi,datome,boston
glen,davis,los angeles
glenn,robinson iii,philadelphia
goran,dragic,miami
gordon,hayward,utah
gorgui,dieng,minnesota
grant,jerrett,utah
greg,monroe,detroit
greg,smith,dallas
greg,stiemsma,toronto
greivis,vasquez,toronto
hassan,whiteside,miami
hedo,turkoglu,los angeles
henry,sims,philadelphia
henry,walker,miami
giannis,antetokounmpo,milwaukee
hollis,thompson,philadelphia
gerald,wallace,boston
gerald,green,phoenix
elton,brand,atlanta
enes,kanter,oklahoma
eric,bledsoe,phoenix
eric,moreland,sacramento
erick,green,denver
ersan,ilyasova,milwaukee
evan,fournier,orlando
evan,turner,boston
francisco,garcia,houston
furkan,aldemir,philadelphia
gal,mekel,dallas
gary,harris,denver
gary,neal,minnesota
george,hill,indiana
gerald,henderson,charlotte
lorenzo,brown,minnesota
ian,clark,denver
iman,shumpert,cleveland
james,young,boston
jannero,pargo,charlotte
jared,cunningham,los angeles
jared,dudley,milwaukee
jared,sullinger,boston
jarnell,stokes,memphis
jarrett,jack, brooklyn
jason,maxiell,charlotte
jason,richardson,philadelphia
jason,terry,houston
jason,thompson,sacramento
jeff,adrien,houston
jeff,green,memphis
jeff,teague,atlanta
james,jones,cleveland
ian,mahinmi,indiana
james,johnson,toronto
james,ennis iii,miami
isaiah,canaan,philadelphia
isaiah,thomas,boston
ish,smith,philadelphia
j.j.,barea,dallas
jj,hickson,denver
jj,redick,los angeles
jr,smith,cleveland
jakarr,sampson,philadelphia
jamychal,green,memphis
javale,mcgee,denver
jabari,brown,los angeles
jabari,parker,milwaukee
jack,cooley,utah
jae,crowder,boston
jamaal,franklin,denver
jamal,crawford,los angeles
jameer,nelson,denver
james,harden,houston
tyson,chandler,dallas
luc,mbah a moute,philadelphia
ryan,kelly,los angeles
sean,kilpatrick,minnesota
sebastian,telfair,oklahoma
serge,ibaka,oklahoma
sergey,karasev, brooklyn
seth,curry,phoenix
ryan,hollins,sacramento
shabazz,muhammad,minnesota
shannon,brown,miami
shavlik,randolph,phoenix
shawn,marion,cleveland
shawne,williams,detroit
shayne,whittington,indiana
shabazz,napier,miami
russell,westbrook,oklahoma
russ,smith,memphis
reggie,bullock,phoenix
reggie,evans,sacramento
reggie,jackson,detroit
richard,jefferson,dallas
ricky,rubio,minnesota
robbie,hummel,minnesota
robert,covington,philadelphia
robert,sacre,los angeles
robin,lopez,portland
rodney,hood,utah
ronnie,price,los angeles
ronny,turiaf,minnesota
roy,hibbert,indiana
rudy,gay,sacramento
rudy,gobert,utah
shelvin,mack,atlanta
sim,bhullar,sacramento
solomon,hill,indiana
spencer,dinwiddie,detroit
tony,allen,memphis
tony,snell,chicago
tony,wroten,philadelphia
toure',murry,utah
trevor,ariza,houston
trevor,booker,utah
trey,burke,utah
tristan,thompson,cleveland
troy,daniels,charlotte
ty,lawson,denver
tyler,ennis,milwaukee
tyler,hansbrough,toronto
tyler,johnson,miami
tyler,zeller,boston
raymond,felton,dallas
tobias,harris,orlando
spencer,hawes,los angeles
steve,blake,portland
steve,novak,oklahoma
steven,adams,oklahoma
tj,warren,phoenix
taj,gibson,chicago
tarik,black,los angeles
tayshaun,prince,detroit
terrence,jones,houston
terrence,ross,toronto
thabo,sefolosha,atlanta
thaddeus,young, brooklyn
thomas,robinson,philadelphia
tim,frazier,portland
timofey,mozgov,cleveland
ray,mccallum,sacramento
randy,foye,denver
matt,barnes,los angeles
matthew,dellavedova,cleveland
maurice,harkless,orlando
meyers,leonard,portland
michael,beasley,miami
michael,carter-williams,milwaukee
michael,kidd-gilchrist,charlotte
mike,conley,memphis
mike,dunleavy,chicago
mike,miller,cleveland
mike,muscala,atlanta
mike,scott,atlanta
miles,plumlee,milwaukee
miroslav,raduljica,minnesota
mirza,teletovic, brooklyn
mitch,mcgary,oklahoma
mason,plumlee, brooklyn
mo,williams,charlotte
marvin,williams,charlotte
lucas,nogueira,toronto
luis,scola,indiana
luke,ridnour,orlando
luol,deng,miami
malcolm,lee,philadelphia
malcolm,thomas,philadelphia
marc,gasol,memphis
marcus,morris,phoenix
marcus,smart,boston
marcus,thornton,phoenix
mario,chalmers,miami
markel,brown, brooklyn
markieff,morris,phoenix
lou,williams,toronto
monta,ellis,dallas
nate,wolters,milwaukee
pablo,prigioni,houston
patrick,beverley,houston
patrick,christopher,memphis
patrick,patterson,toronto
pau,gasol,chicago
paul,george,indiana
paul,millsap,atlanta
pero,antic,atlanta
perry,jones iii,oklahoma
phil,pressey,boston
quincy,miller,detroit
rajon,rondo,dallas
pj,tucker,phoenix
nate,robinson,denver
pj,hairston,charlotte
omri,casspi,sacramento
nazr,mohammed,chicago
nerlens,noel,philadelphia
nick,calathes,memphis
nick,collison,oklahoma
nick,johnson,houston
nick,young,los angeles
nicolas,batum,portland
nik,stauskas,sacramento
nikola,mirotic,chicago
nikola,pekovic,minnesota
nikola,vucevic,orlando
noah,vonleh,charlotte
o.j.,mayo,milwaukee
clint,capela,houston
aaron,gordon,orlando
mario,hezonja,orlando
markel,brown, brooklyn
marvin,williams,charlotte
mason,plumlee,portland
matt,barnes,memphis
matthew,dellavedova,cleveland
maurice,harkless,portland
metta,world peace,los angeles
meyers,leonard,portland
michael,beasley,houston
michael,carter-williams,milwaukee
michael,kidd-gilchrist,charlotte
mike,conley,memphis
mike,dunleavy,chicago
mike,miller,denver
mike,muscala,atlanta
mike,scott,atlanta
miles,plumlee,milwaukee
mirza,teletovic,phoenix
mitch,mcgary,oklahoma
mo,williams,cleveland
monta,ellis,indiana
mario,chalmers,miami
marcus,smart,boston
marcus,morris,detroit
kyle,singler,oklahoma
kyrie,irving,cleveland
lamar,patterson,atlanta
lance,stephenson,memphis
larry,nance jr.,los angeles
lavoy,allen,indiana
lebron,james,cleveland
montrezl,harrell,houston
lorenzo,brown,detroit
lou,williams,los angeles
luc,mbah a moute,los angeles
lucas,nogueira,toronto
luis,montero,portland
luis,scola,toronto
luol,deng,miami
marc,gasol,memphis
marcelo,huertas,los angeles
marco,belinelli,sacramento
myles,turner,indiana
nazr,mohammed,oklahoma
quincy,acy,sacramento
rj,hunter,boston
rajon,rondo,sacramento
rakeem,christmas,indiana
randy,foye,oklahoma
rashad,vaughn,milwaukee
raul,neto,utah
raymond,felton,dallas
reggie,bullock,detroit
phil,pressey,portland
reggie,jackson,detroit
richaun,holmes,philadelphia
ricky,rubio,minnesota
robert,covington,philadelphia
robert,sacre,los angeles
rodney,hood,utah
rodney,stuckey,indiana
rondae,hollis-jefferson, brooklyn
ronnie,price,phoenix
roy,hibbert,los angeles
rudy,gay,sacramento
rudy,gobert,utah
richard,jefferson,cleveland
kyle,lowry,toronto
paul,pierce,los angeles
paul,george,indiana
nemanja,bjelica,minnesota
nerlens,noel,philadelphia
nick,collison,oklahoma
nick,young,los angeles
nicolas,batum,charlotte
nik,stauskas,philadelphia
nikola,jokic,denver
nikola,mirotic,chicago
nikola,pekovic,minnesota
nikola,vucevic,orlando
noah,vonleh,portland
paul,millsap,atlanta
norman,powell,toronto
o.j.,mayo,milwaukee
omri,casspi,sacramento
pj,hairston,memphis
pj,tucker,phoenix
pablo,prigioni,los angeles
pat,connaughton,portland
patrick,beverley,houston
patrick,patterson,toronto
pau,gasol,chicago
russ,smith,memphis
kyle,korver,atlanta
james,young,boston
jared,cunningham,cleveland
jared,sullinger,boston
jarell,martin,memphis
jarnell,stokes,memphis
jarrett,jack, brooklyn
jason,smith,orlando
jason,terry,houston
jason,thompson,toronto
jeff,ayres,los angeles
jeff,green,los angeles
jeff,teague,atlanta
jeff,withey,utah
jerami,grant,philadelphia
jeremy,evans,dallas
jeremy,lamb,charlotte
jeremy,lin,charlotte
jerryd,bayless,milwaukee
jimmy,butler,chicago
joakim,noah,chicago
james,jones,cleveland
james,johnson,toronto
james,harden,houston
aaron,brooks,chicago
greivis,vasquez,milwaukee
hassan,whiteside,miami
henry,sims, brooklyn
hollis,thompson,philadelphia
ian,mahinmi,indiana
iman,shumpert,cleveland
isaiah,canaan,philadelphia
isaiah,thomas,boston
ish,smith,philadelphia
jodie,meeks,detroit
j.j.,barea,dallas
jj,o'brien,utah
jj,redick,los angeles
jr,smith,cleveland
jakarr,sampson,denver
jamychal,green,memphis
javale,mcgee,dallas
jabari,parker,milwaukee
jae,crowder,boston
jahlil,okafor,philadelphia
jamal,crawford,los angeles
jameer,nelson,denver
james,anderson,sacramento
joe,harris,cleveland
joe,ingles,utah
joe,johnson,miami
jusuf,nurkic,denver
kj,mcdaniels,houston
karl-anthony,towns,minnesota
keith,appling,orlando
kelly,olynyk,boston
kemba,walker,charlotte
kendall,marshall,philadelphia
kenneth,faried,denver
kent,bazemore,atlanta
justise,winslow,miami
kentavious,caldwell-pope,detroit
kevin,garnett,minnesota
kevin,love,cleveland
khris,middleton,milwaukee
kirk,hinrich,atlanta
kobe,bryant,los angeles
kosta,koufos,sacramento
kostas,papanikolaou,denver
kris,humphries,atlanta
kevin,durant,oklahoma
justin,holiday,chicago
justin,anderson,dallas
joe,young,indiana
joel,anthony,detroit
joffrey,lauvergne,denver
john,henson,milwaukee
john,jenkins,phoenix
johnny,o'bryant iii,milwaukee
jon,leuer,phoenix
jonas,jerebko,boston
jonas,valanciunas,toronto
jordan,adams,memphis
justin,harper, brooklyn
jordan,clarkson,los angeles
jordan,hill,indiana
jordan,mcrae,cleveland
jordan,mickey,boston
jorge,gutierrez,charlotte
josh,huestis,oklahoma
josh,mcroberts,miami
josh,richardson,miami
josh,smith,houston
julius,randle,los angeles
jordan,farmar,memphis
russell,westbrook,oklahoma
ryan,hollins,memphis
cory,joseph,toronto
cory,jefferson,phoenix
corey,brewer,houston
cole,aldrich,los angeles
cody,zeller,charlotte
cliff,alexander,portland
chuck,hayes,los angeles
christian,wood,philadelphia
chris,mccullough, brooklyn
chris,kaman,portland
coty,clarke,boston
chris,johnson,utah
chris,bosh,miami
chris,andersen,memphis
chase,budinger,phoenix
charlie,villanueva,dallas
channing,frye,cleveland
chandler,parsons,dallas
caron,butler,sacramento
carl,landry,philadelphia
cameron,payne,oklahoma
cameron,bairstow,detroit
cj,wilcox,los angeles
chris,copeland,milwaukee
cj,miles,indiana
courtney,lee,charlotte
d'angelo,russell,los angeles
devin,harris,dallas
devin,booker,phoenix
derrick,rose,chicago
derrick,favors,utah
deron,williams,dallas
dennis,schroder,atlanta
delon,wright,toronto
demarre,carroll,toronto
demarcus,cousins,sacramento
demar,derozan,toronto
cristiano,felicio,chicago
deandre,jordan,los angeles
david,lee,dallas
darrun,hilliard,detroit
darren,collison,sacramento
darrell,arthur,denver
danilo,gallinari,denver
damjan,rudez,minnesota
damien,inglis,milwaukee
damian,lillard,portland
dahntay,jones,cleveland
d.j.,augustin,denver
devyn,marble,orlando
cj,mccollum,portland
anthony,bennett,toronto
andrew,wiggins,minnesota
andrew,nicholson,orlando
andrew,goudelock,houston
andrea,bargnani, brooklyn
andre,roberson,oklahoma
andre,drummond,detroit
amir,johnson,boston
anthony,brown,los angeles
amar'e,stoudemire,miami
allen,crabbe,portland
alex,stepheson,memphis
alex,len,phoenix
alec,burks,utah
alan,williams,phoenix
al-farouq,aminu,portland
al,jefferson,charlotte
al,horford,atlanta
adreian,payne,minnesota
aaron,harrison,charlotte
c.j.,watson,orlando
anthony,tolliver,detroit
bryce,cotton,memphis
bruno,caboclo,toronto
brook,lopez, brooklyn
briante,weber,miami
brian,roberts,portland
brandon,knight,phoenix
brandon,jennings,orlando
brandon,bass,los angeles
branden,dawson,los angeles
brandan,wright,memphis
anthony,morrow,oklahoma
bobby,portis,chicago
blake,griffin,los angeles
bismack,biyombo,toronto
beno,udrih,memphis
ben,mclemore,sacramento
axel,toupane,denver
avery,bradley,boston
austin,rivers,los angeles
aron,baynes,detroit
archie,goodwin,phoenix
bojan,bogdanovic, brooklyn
dewayne,dedmon,orlando
chris,paul,los angeles
dirk,nowitzki,dallas
terrence,ross,toronto
terry,rozier,boston
thabo,sefolosha,atlanta
thaddeus,young, brooklyn
thomas,robinson, brooklyn
tiago,splitter,atlanta
tibor,pleiss,utah
tim,hardaway jr.,atlanta
timofey,mozgov,cleveland
tobias,harris,detroit
tony,allen,memphis
tony,snell,chicago
trevor,ariza,houston
trevor,booker,utah
trey,burke,utah
trey,lyles,utah
tristan,thompson,cleveland
troy,daniels,charlotte
ty,lawson,indiana
terrence,jones,houston
tayshaun,prince,minnesota
tarik,black,los angeles
taj,gibson,chicago
ryan,kelly,los angeles
salah,mejri,dallas
sam,dekker,houston
sasha,kaun,cleveland
sean,kilpatrick, brooklyn
serge,ibaka,oklahoma
sergey,karasev, brooklyn
seth,curry,sacramento
shabazz,muhammad,minnesota
shabazz,napier,orlando
shane,larkin, brooklyn
tyler,ennis,milwaukee
shelvin,mack,utah
solomon,hill,indiana
dion,waiters,oklahoma
spencer,dinwiddie,chicago
spencer,hawes,charlotte
stanley,johnson,detroit
steve,blake,detroit
steve,novak,milwaukee
steven,adams,oklahoma
t.j.,mcconnell,philadelphia
tj,warren,phoenix
shayne,whittington,indiana
tyler,hansbrough,charlotte
sonny,weems,phoenix
tyler,zeller,boston
evan,turner,boston
evan,fournier,orlando
ersan,ilyasova,orlando
erick,green,denver
eric,moreland,sacramento
eric,bledsoe,phoenix
enes,kanter,oklahoma
emmanuel,mudiay,denver
elton,brand,philadelphia
elliot,williams,charlotte
frank,kaminsky,charlotte
elijah,millsap,utah
edy,tavares,atlanta
ed,davis,portland
e'twaun,moore,chicago
dwight,powell,dallas
dwight,howard,houston
duje,dukan,sacramento
doug,mcdermott,chicago
donatas,motiejunas,houston
donald,sloan, brooklyn
tyler,johnson,miami
elfrid,payton,orlando
dwyane,wade,miami
tyson,chandler,phoenix
gary,harris,denver
tyus,jones,minnesota
udonis,haslem,miami
victor,oladipo,orlando
wayne,ellington, brooklyn
wesley,johnson,los angeles
wesley,matthews,dallas
will,barton,denver
willie,cauley-stein,sacramento
willie,reed, brooklyn
xavier,munford,memphis
vince,carter,memphis
zach,randolph,memphis
zach,lavine,minnesota
george,hill,indiana
giannis,antetokounmpo,milwaukee
glenn,robinson iii,indiana
gerald,green,miami
gordon,hayward,utah
goran,dragic,miami
greg,monroe,milwaukee
greg,smith,minnesota
zaza,pachulia,dallas
gorgui,dieng,minnesota
gerald,henderson,portland
anthony,bennett, brooklyn
anthony,brown,orlando
andrew,wiggins,minnesota
andrew,nicholson, brooklyn
andrew,harrison,memphis
andrew,bogut,cleveland
amir,johnson,boston
andre,drummond,detroit
alonzo,gee,denver
allen,crabbe,portland
anthony,morrow,chicago
alex,poythress,philadelphia
alex,len,phoenix
andre,roberson,oklahoma
anthony,tolliver,sacramento
boban,marjanovic,detroit
arinze,onuaku,orlando
brandon,ingram,los angeles
alex,abrines,oklahoma
