first_name,last_name,state
timothe,luwawu-cabarrot,chicago
tobias,harris,philadelphia
tony,bradley,utah
tony,parker,charlotte
tony,snell,milwaukee
torrey,craig,denver
trae,young,atlanta
treveon,graham, brooklyn
trevon,duval,houston
trey,burke,dallas
trey,lyles,denver
tristan,thompson,cleveland
troy,caupain,orlando
troy,daniels,phoenix
troy,williams,sacramento
tyler,cavanaugh,utah
tyler,dorsey,memphis
pj,dozier,boston
otto,porter jr.,chicago
kentavious,caldwell-pope,los angeles
kevin,huerter,atlanta
kevin,love,cleveland
khem,birch,orlando
khris,middleton,milwaukee
khyri,thomas,detroit
kobi,simmons,cleveland
kosta,koufos,sacramento
kostas,antetokounmpo,dallas
kent,bazemore,atlanta
kris,dunn,chicago
kyle,korver,utah
kyle,kuzma,los angeles
kyle,lowry,toronto
kyle,o'quinn,indiana
kyrie,irving,boston
lance,stephenson,los angeles
landry,shamet,los angeles
langston,galloway,detroit
larry,nance jr.,cleveland
lauri,markkanen,chicago
lebron,james,los angeles
kyle,anderson,memphis
kenneth,faried,houston
kemba,walker,charlotte
jonathan,isaac,orlando
jonathon,simmons,philadelphia
jordan,clarkson,cleveland
jordan,loyd,toronto
jordan,sibert,atlanta
jose,calderon,detroit
josh,hart,los angeles
josh,jackson,phoenix
josh,okogie,minnesota
josh,richardson,miami
juancho,hernangomez,denver
julian,washburn,memphis
justin,anderson,atlanta
justin,holiday,memphis
justin,jackson,dallas
justin,patton,philadelphia
justise,winslow,miami
jusuf,nurkic,portland
kalin,lucas,detroit
karl-anthony,towns,minnesota
kawhi,leonard,toronto
keita,bates-diop,minnesota
kelly,olynyk,miami
kelly,oubre jr.,phoenix
lonzo,ball,los angeles
lorenzo,brown,toronto
lou,williams,los angeles
mike,conley,memphis
mike,muscala,los angeles
mike,scott,philadelphia
miles,bridges,charlotte
miles,plumlee,atlanta
milos,teodosic,los angeles
mitchell,creek,minnesota
mo,bamba,orlando
monte,morris,denver
montrezl,harrell,los angeles
moritz,wagner,los angeles
myles,turner,indiana
naz,mitrou-long,utah
nemanja,bjelica,sacramento
nene,nan,houston
nerlens,noel,oklahoma
nick,young,denver
nicolas,batum,charlotte
nik,stauskas,cleveland
nikola,jokic,denver
nikola,mirotic,milwaukee
nikola,vucevic,orlando
norman,powell,toronto
og,anunoby,toronto
omari,spellman,atlanta
omri,casspi,memphis
mikal,bridges,phoenix
p.j.,tucker,houston
michael,kidd-gilchrist,charlotte
michael,beasley,los angeles
luc,mbah a moute,los angeles
luka,doncic,dallas
luke,kennard,detroit
luol,deng,minnesota
malachi,richardson,toronto
malcolm,brogdon,milwaukee
malcolm,miller,toronto
malik,beasley,denver
malik,monk,charlotte
marshon,brooks,memphis
marc,gasol,toronto
marcin,gortat,los angeles
marcus,morris sr.,boston
marcus,smart,boston
markelle,fultz,orlando
markieff,morris,oklahoma
marquese,chriss,cleveland
marvin,bagley iii,sacramento
marvin,williams,charlotte
mason,plumlee,denver
matthew,dellavedova,cleveland
maurice,harkless,portland
maxi,kleber,dallas
melvin,frazier jr.,orlando
meyers,leonard,portland
michael,carter-williams,orlando
alex,abrines,oklahoma
zhou,qi,houston
alan,williams, brooklyn
al-farouq,aminu,portland
al,horford,boston
abdel,nader,oklahoma
aaron,holiday,indiana
aaron,gordon,orlando
alec,burks,sacramento
zhaire,smith,philadelphia
georges,niang,utah
george,hill,milwaukee
gary,trent jr.,portland
gary,harris,denver
garrett,temple, brooklyn
giannis,antetokounmpo,milwaukee
gabe,vincent,miami
furkan,korkmaz,philadelphia
fred,vanvleet,toronto
gary,clark,orlando
glenn,robinson iii,philadelphia
gordon,hayward,boston
goran,dragic,miami
gorgui,dieng,memphis
grant,williams,boston
grayson,allen,memphis
hamidou,diallo,oklahoma
harrison,barnes,sacramento
harry,giles iii,sacramento
hassan,whiteside,portland
henry,ellenson, brooklyn
iman,shumpert, brooklyn
goga,bitadze,indiana
frank,mason,milwaukee
evan,fournier,orlando
donovan,mitchell,utah
donta,hall,detroit
donte,divincenzo,milwaukee
dorian,finney-smith,dallas
doug,mcdermott,indiana
duncan,robinson,miami
dusty,hannahs,memphis
dwayne,bacon,charlotte
dwight,howard,los angeles
dwight,powell,dallas
frank,kaminsky,phoenix
dzanan,musa, brooklyn
ed,davis,utah
edmond,sumner,indiana
elie,okobo,phoenix
emmanuel,mudiay,utah
enes,kanter,boston
eric,bledsoe,milwaukee
eric,gordon,houston
eric,mika,sacramento
ersan,ilyasova,milwaukee
evan,turner,minnesota
isaiah,hartenstein,houston
ivica,zubac,los angeles
jaylen,hoard,portland
jaylen,nowell,minnesota
jayson,tatum,boston
jeff,green,houston
jeff,teague,atlanta
jerami,grant,denver
jeremiah,martin, brooklyn
jeremy,lamb,indiana
jevon,carter,phoenix
jimmy,butler,miami
joe,chealey,charlotte
jaylen,brown,boston
joe,harris, brooklyn
joel,embiid,philadelphia
john,collins,atlanta
john,henson,detroit
john,konchar,memphis
johnathan,motley,los angeles
jonah,bolden,phoenix
jonas,valanciunas,memphis
jonathan,isaac,orlando
jordan,bell,memphis
jordan,bone,detroit
jordan,clarkson,utah
jordan,mclaughlin,minnesota
joe,ingles,utah
javonte,green,boston
jarrod,uthoff,memphis
domantas,sabonis,indiana
j.j.,barea,dallas
j.p.,macura,cleveland
ja,morant,memphis
jakarr,sampson,indiana
jamychal,green,los angeles
javale,mcgee,los angeles
jabari,parker,sacramento
jacob,evans,minnesota
jae,crowder,miami
jake,layman,minnesota
jalen,brunson,dallas
jalen,lecque,phoenix
jalen,mcdaniels,charlotte
jamal,murray,denver
james,ennis iii,orlando
james,harden,houston
james,johnson,minnesota
jared,dudley,los angeles
jared,harper,phoenix
jaren,jackson jr.,memphis
jarred,vanderbilt,minnesota
jarrell,brantley,utah
jarrett,allen, brooklyn
jarrett,culver,minnesota
isaiah,roby,oklahoma
dion,waiters,los angeles
dewan,hernandez,toronto
dewayne,dedmon,atlanta
bismack,biyombo,charlotte
blake,griffin,detroit
boban,marjanovic,dallas
bogdan,bogdanovic,sacramento
bojan,bogdanovic,utah
brad,wanamaker,boston
brandon,clarke,memphis
brandon,goodwin,atlanta
brandon,knight,detroit
brian,bowen ii,indiana
ben,simmons,philadelphia
brook,lopez,milwaukee
bruno,caboclo,houston
bruno,fernando,atlanta
buddy,hield,sacramento
cj,mccollum,portland
caleb,martin,charlotte
caleb,swanigan,portland
cam,reddish,atlanta
cameron,johnson,phoenix
caris,levert, brooklyn
carmelo,anthony,portland
carsen,edwards,boston
bruce,brown,detroit
ben,mclemore,houston
bam,adebayo,miami
bj,johnson,orlando
aaron,gordon,orlando
aaron,holiday,indiana
abdel,nader,oklahoma
adam,mokoka,chicago
al,horford,philadelphia
al-farouq,aminu,orlando
alec,burks,philadelphia
alex,caruso,los angeles
alex,len,sacramento
alfonzo,mckinnie,cleveland
alize,johnson,indiana
allen,crabbe,minnesota
amile,jefferson,orlando
amir,coffey,los angeles
andre,drummond,cleveland
andre,iguodala,miami
anfernee,simons,portland
ante,zizic,cleveland
anthony,davis,los angeles
anthony,tolliver,memphis
antonius,cleveland,dallas
aron,baynes,phoenix
austin,rivers,houston
avery,bradley,los angeles
cedi,osman,cleveland
dillon,brooks,memphis
chandler,hutchison,chicago
charles,brown jr.,atlanta
darius,garland,cleveland
daryl,macon,miami
david,nwaba, brooklyn
de'aaron,fox,sacramento
de'andre,hunter,atlanta
de'anthony,melton,memphis
deandre,jordan, brooklyn
deandre',bembry,atlanta
demarre,carroll,houston
dean,wade,cleveland
deandre,ayton,phoenix
darius,bazley,oklahoma
dennis,schroder,oklahoma
denzel,valentine,chicago
deonte,burton,oklahoma
derrick,jones jr.,miami
derrick,rose,detroit
derrick,walton jr.,detroit
devin,booker,phoenix
devon,hall,oklahoma
devonte',graham,charlotte
jordan,mcrae,detroit
delon,wright,dallas
dario,saric,phoenix
danuel,house jr.,houston
dante,exum,cleveland
cheick,diallo,phoenix
chris,boucher,toronto
chris,chiozza, brooklyn
chris,clemons,houston
chris,paul,oklahoma
chris,silva,miami
christian,wood,detroit
clint,capela,atlanta
coby,white,chicago
cody,martin,charlotte
cody,zeller,charlotte
collin,sexton,cleveland
cory,joseph,sacramento
courtney,lee,dallas
cristiano,felicio,chicago
d'angelo,russell,minnesota
d.j.,augustin,orlando
d.j.,wilson,milwaukee
daquan,jeffries,sacramento
damian,jones,atlanta
damian,lillard,portland
daniel,gafford,chicago
daniel,theis,boston
danilo,gallinari,oklahoma
danny,green,los angeles
chandler,parsons,atlanta
josh,magette,orlando
royce,o'neale,utah
rudy,gobert,utah
russell,westbrook,houston
ryan,anderson,houston
ryan,arcidiacono,chicago
ryan,broekhoff,dallas
sekou,doumbouya,detroit
semi,ojeleye,boston
serge,ibaka,toronto
seth,curry,dallas
rondae,hollis-jefferson,toronto
shai,gilgeous-alexander,oklahoma
shamorie,ponds,toronto
shaquille,harrison,chicago
skal,labissiere,atlanta
solomon,hill,miami
spencer,dinwiddie, brooklyn
stanley,johnson,toronto
stanton,kidd,utah
sterling,brown,milwaukee
steven,adams,oklahoma
svi,mykhailiuk,detroit
t.j.,mcconnell,indiana
t.j.,warren,indiana
shake,milton,philadelphia
tj,leaf,indiana
romeo,langford,boston
rodney,hood,portland
oshae,brissett,toronto
otto,porter jr.,chicago
p.j.,tucker,houston
p.j.,washington,charlotte
pj,dozier,denver
pascal,siakam,toronto
pat,connaughton,milwaukee
patrick,beverley,los angeles
patrick,mccaw,toronto
patrick,patterson,los angeles
paul,george,los angeles
paul,millsap,denver
rodney,mcgruder,los angeles
paul,watson,toronto
rajon,rondo,los angeles
raul,neto,philadelphia
rayjon,tucker,utah
reggie,jackson,los angeles
richaun,holmes,sacramento
ricky,rubio,phoenix
robert,covington,houston
robert,williams iii,boston
robin,lopez,milwaukee
rodions,kurucs, brooklyn
quinn,cook,los angeles
tacko,fall,boston
talen,horton-tucker,los angeles
tyler,johnson,phoenix
tyrone,wallace,atlanta
tyson,chandler,houston
tyus,jones,memphis
udonis,haslem,miami
vic,law,orlando
victor,oladipo,indiana
vince,carter,atlanta
vincent,poirier,boston
vlatko,cancar,denver
wendell,carter jr.,chicago
wenyen,gabriel,portland
tyler,herro,miami
wes,iwundu,orlando
will,barton,denver
william,howard,houston
willie,cauley-stein,dallas
willy,hernangomez,charlotte
wilson,chandler, brooklyn
yogi,ferrell,sacramento
yuta,watanabe,memphis
zach,collins,portland
zach,lavine,chicago
zhaire,smith,philadelphia
wesley,matthews,milwaukee
tyler,cook,cleveland
ty,jerome,phoenix
troy,daniels,denver
tariq,owens,phoenix
taurean,prince, brooklyn
terance,mann,los angeles
terence,davis,toronto
terrance,ferguson,oklahoma
terrence,ross,orlando
terry,rozier,charlotte
thabo,sefolosha,houston
thaddeus,young,chicago
thanasis,antetokounmpo,milwaukee
theo,pinson, brooklyn
thon,maker,detroit
tim,frazier,detroit
tim,hardaway jr.,dallas
timothe,luwawu-cabarrot, brooklyn
tobias,harris,philadelphia
tomas,satoransky,chicago
tony,bradley,utah
tony,snell,detroit
torrey,craig,denver
trae,young,atlanta
tremont,waters,boston
treveon,graham,atlanta
trevor,ariza,portland
trey,burke,philadelphia
tristan,thompson,cleveland
omari,spellman,minnesota
og,anunoby,toronto
norman,powell,toronto
kevin,huerter,atlanta
kevin,love,cleveland
kevin,porter jr.,cleveland
khem,birch,orlando
khris,middleton,milwaukee
khyri,thomas,detroit
kostas,antetokounmpo,los angeles
kris,dunn,chicago
kristaps,porzingis,dallas
kyle,anderson,memphis
kevin,hervey,oklahoma
kyle,guy,sacramento
kyle,kuzma,los angeles
kyle,lowry,toronto
kyle,o'quinn,philadelphia
kyrie,irving, brooklyn
landry,shamet,los angeles
langston,galloway,detroit
larry,nance jr.,cleveland
lauri,markkanen,chicago
lebron,james,los angeles
lou,williams,los angeles
kyle,korver,milwaukee
louis,king,detroit
kentavious,caldwell-pope,los angeles
josh,jackson,memphis
josh,okogie,minnesota
josh,reaves,dallas
josh,richardson,philadelphia
juancho,hernangomez,minnesota
justin,anderson, brooklyn
justin,holiday,indiana
justin,jackson,dallas
justin,james,sacramento
justin,patton,oklahoma
kent,bazemore,sacramento
justise,winslow,memphis
juwan,morgan,utah
kz,okpala,miami
karl-anthony,towns,minnesota
kawhi,leonard,los angeles
keita,bates-diop,denver
kelan,martin,minnesota
kelly,olynyk,miami
kelly,oubre jr.,phoenix
kemba,walker,boston
kendrick,nunn,miami
justin,wright-foreman,utah
luguentz,dort,oklahoma
luka,doncic,dallas
michael,porter jr.,denver
mikal,bridges,phoenix
mike,conley,utah
mike,muscala,oklahoma
mike,scott,philadelphia
miles,bridges,charlotte
miye,oni,utah
mo,bamba,orlando
monte,morris,denver
montrezl,harrell,los angeles
moses,brown,portland
michael,kidd-gilchrist,dallas
nassir,little,portland
naz,mitrou-long,indiana
naz,reid,minnesota
nemanja,bjelica,sacramento
nerlens,noel,oklahoma
nicolas,batum,charlotte
nicolas,claxton, brooklyn
nigel,williams-goss,utah
nikola,jokic,denver
nikola,vucevic,orlando
noah,vonleh,denver
myles,turner,indiana
michael,frazier,houston
michael,carter-williams,orlando
mfiondu,kabengele,los angeles
luke,kennard,detroit
luke,kornet,chicago
malcolm,brogdon,indiana
malcolm,miller,toronto
malik,beasley,minnesota
malik,monk,charlotte
malik,newman,cleveland
marc,gasol,toronto
marcus,morris sr.,los angeles
marcus,smart,boston
marial,shayok,philadelphia
mario,hezonja,portland
markelle,fultz,orlando
markieff,morris,los angeles
marko,guduric,memphis
marques,bolden,cleveland
marvin,bagley iii,sacramento
marvin,williams,milwaukee
mason,plumlee,denver
matisse,thybulle,philadelphia
matt,mooney,cleveland
matthew,dellavedova,cleveland
max,strus,chicago
maxi,kleber,dallas
melvin,frazier jr.,orlando
meyers,leonard,miami
norvel,pelle,philadelphia
matt,thomas,toronto
